,precision,recall,f1-score,support
0,0.0,0.0,0.0,49.0
1,0.0,0.0,0.0,57.0
2,0.0,0.0,0.0,63.0
3,0.08647450110864745,1.0,0.15918367346938775,39.0
4,0.0,0.0,0.0,43.0
5,0.0,0.0,0.0,58.0
6,0.0,0.0,0.0,40.0
7,0.0,0.0,0.0,57.0
8,0.0,0.0,0.0,45.0
accuracy,0.08647450110864745,0.08647450110864745,0.08647450110864745,0.08647450110864745
macro avg,0.009608277900960827,0.1111111111111111,0.01768707482993197,451.0
weighted avg,0.007477839341989469,0.08647450110864745,0.013765328747907144,451.0
