,precision,recall,f1-score,support
0,0.0,0.0,0.0,7.0
1,0.0,0.0,0.0,10.0
2,0.0,0.0,0.0,10.0
3,0.0,0.0,0.0,14.0
4,0.0,0.0,0.0,12.0
5,0.0,0.0,0.0,12.0
6,0.06593406593406594,1.0,0.12371134020618557,6.0
7,0.0,0.0,0.0,11.0
8,0.0,0.0,0.0,9.0
accuracy,0.06593406593406594,0.06593406593406594,0.06593406593406594,0.06593406593406594
macro avg,0.007326007326007326,0.1111111111111111,0.013745704467353952,91.0
weighted avg,0.004347301050597754,0.06593406593406594,0.008156791661946302,91.0
