,precision,recall,f1-score,support
0,0.998496993987976,0.9969984992496248,0.997747183979975,1999.0
1,0.993421052631579,0.9929185634800203,0.9931697444978498,1977.0
2,0.9876053544868617,0.9935162094763093,0.9905519641969169,2005.0
3,0.9980109398309299,0.9940564635958395,0.9960297766749381,2019.0
accuracy,0.994375,0.994375,0.994375,0.994375
macro avg,0.9943835852343367,0.9943724339504485,0.99437466733742,8000.0
weighted avg,0.9943902169124251,0.994375,0.9943792516212171,8000.0
