1,"(1,1)",-73,-43,-63,-65,-63,-51,-83,-73,-65,-65,-79,-67,-79,-83,-79,-75,-77,-67,-81
0,"(1,1)",-75,-33,-65,-65,-65,-53,-83,-73,-61,-69,-79,-65,-73,-83,-75,-63,-73,-67,-81
1,"(1,1)",-73,-43,-63,-65,-63,-51,-83,-73,-65,-65,-79,-67,-79,-83,-79,-75,-77,-67,-81
2,"(1,1)",-73,-33,-65,-65,-63,-59,-85,-69,-65,-71,-83,-65,-79,-83,-79,-59,-77,-67,-83
3,"(1,1)",-73,-33,-63,-65,-63,-53,-83,-73,-65,-65,-79,-67,-79,-83,-75,-63,-77,-67,-83
4,"(1,1)",-71,-35,-63,-65,-65,-77,-83,-75,-65,-71,-79,-65,-73,-83,-73,-63,-77,-65,-83
5,"(1,1)",-75,-35,-63,-65,-63,-51,-81,-73,-63,-71,-79,-67,-77,-83,-75,-63,-77,-67,-83
6,"(1,1)",-73,-33,-65,-65,-63,-53,-83,-73,-63,-71,-79,-67,-73,-83,-75,-75,-67,-65,-83
7,"(1,1)",-75,-35,-59,-65,-63,-51,-83,-73,-63,-65,-79,-65,-73,-83,-81,-75,-67,-65,-83
8,"(1,1)",-73,-35,-65,-63,-65,-53,-83,-73,-63,-69,-79,-65,-73,-81,-73,-63,-67,-65,-83
9,"(1,1)",-75,-43,-63,-65,-63,-53,-85,-73,-63,-65,-79,-65,-73,-81,-73,-63,-75,-65,-83
10,"(1,1)",-75,-35,-65,-63,-63,-59,-83,-73,-65,-65,-79,-65,-77,-81,-81,-61,-77,-65,-83
11,"(1,1)",-59,-43,-65,-65,-63,-51,-83,-73,-65,-65,-79,-65,-75,-79,-81,-63,-73,-67,-83
12,"(1,1)",-59,-43,-65,-65,-65,-55,-83,-71,-65,-61,-79,-65,-75,-83,-81,-63,-73,-67,-81
13,"(1,1)",-75,-33,-65,-65,-63,-61,-81,-73,-65,-65,-81,-67,-75,-83,-81,-63,-73,-65,-81
14,"(1,1)",-73,-33,-63,-67,-65,-53,-83,-73,-63,-63,-79,-67,-75,-83,-81,-63,-77,-65,-81
