1,"(2,2)",-55,-55,-55,-65,-55,-53,-73,-43,-57,-57,-65,-69,-67,-67,-79,-83,-71,-71,-53,-53,-63,-91
0,"(2,2)",-55,-53,-55,-67,-55,-53,-73,-43,-61,-57,-65,-65,-65,-65,-79,-83,-69,-71,-53,-53,-65,-91
1,"(2,2)",-55,-55,-55,-65,-55,-53,-73,-43,-57,-57,-65,-69,-67,-67,-79,-83,-71,-71,-53,-53,-63,-91
2,"(2,2)",-53,-53,-53,-67,-55,-53,-75,-63,-61,-57,-57,-67,-67,-67,-79,-83,-69,-71,-53,-53,-63,-91
3,"(2,2)",-53,-53,-53,-65,-55,-53,-75,-39,-61,-57,-57,-71,-67,-67,-79,-83,-65,-71,-53,-53,-63,-91
4,"(2,2)",-53,-53,-53,-65,-53,-53,-75,-37,-61,-57,-63,-71,-65,-67,-79,-83,-69,-71,-53,-53,-65,-91
5,"(2,2)",-53,-53,-57,-61,-55,-53,-69,-37,-61,-55,-63,-63,-67,-67,-79,-81,-69,-71,-53,-53,-65,-91
6,"(2,2)",-53,-53,-53,-65,-55,-53,-73,-37,-59,-55,-63,-67,-69,-67,-79,-81,-69,-71,-53,-53,-63,-91
7,"(2,2)",-53,-53,-51,-65,-55,-53,-71,-75,-59,-55,-63,-67,-67,-67,-79,-81,-69,-71,-53,-53,-63,-91
8,"(2,2)",-55,-53,-57,-65,-55,-53,-73,-43,-59,-55,-63,-67,-67,-67,-79,-81,-69,-71,-53,-51,-65,-91
9,"(2,2)",-53,-53,-53,-65,-55,-55,-73,-39,-59,-57,-65,-67,-67,-65,-79,-81,-69,-71,-53,-51,-63,-87
10,"(2,2)",-53,-53,-53,-67,-55,-53,-75,-43,-59,-55,-65,-65,-67,-67,-79,-81,-69,-71,-51,-53,-65,-87
11,"(2,2)",-53,-53,-53,-57,-55,-53,-73,-39,-59,-55,-65,-67,-67,-67,-79,-81,-67,-71,-51,-53,-63,-87
12,"(2,2)",-53,-53,-53,-57,-55,-53,-73,-39,-59,-55,-65,-67,-67,-69,-79,-81,-69,-71,-51,-53,-57,-87
13,"(2,2)",-53,-55,-75,-57,-53,-53,-73,-43,-61,-67,-73,-67,-67,-53,-79,-81,-69,-69,-67,-53,-67,-87
14,"(2,2)",-53,-51,-51,-57,-53,-53,-73,-43,-61,-55,-75,-67,-65,-69,-79,-79,-69,-69,-51,-53,-63,-87
15,"(2,2)",-53,-53,-57,-51,-55,-53,-75,-43,-59,-57,-75,-65,-59,-67,-79,-79,-69,-69,-51,-53,-53,-87
16,"(2,2)",-53,-55,-51,-55,-55,-53,-73,-39,-57,-57,-75,-65,-65,-65,-79,-79,-65,-73,-51,-53,-53,-87
17,"(2,2)",-53,-53,-53,-59,-55,-51,-71,-43,-57,-55,-65,-71,-67,-65,-79,-79,-69,-73,-53,-53,-63,-87
18,"(2,2)",-53,-53,-51,-65,-69,-53,-75,-43,-57,-55,-57,-69,-67,-65,-73,-79,-65,-73,-53,-53,-63,-87
19,"(2,2)",-53,-53,-57,-61,-53,-51,-71,-71,-57,-57,-63,-67,-67,-65,-73,-79,-67,-73,-51,-53,-63,-87
20,"(2,2)",-53,-53,-53,-59,-55,-53,-75,-43,-57,-55,-57,-67,-65,-65,-73,-79,-65,-69,-53,-51,-57,-87
21,"(2,2)",-53,-53,-57,-65,-55,-53,-75,-43,-67,-53,-57,-67,-65,-65,-73,-65,-71,-53,-51,-63,-89,-85
22,"(2,2)",-53,-53,-57,-59,-55,-53,-75,-39,-57,-53,-57,-69,-65,-65,-73,-65,-71,-53,-51,-63,-89,-85
23,"(2,2)",-53,-53,-57,-65,-53,-53,-75,-39,-57,-53,-65,-67,-65,-67,-73,-69,-71,-53,-51,-63,-87,-85
24,"(2,2)",-55,-53,-55,-59,-55,-53,-71,-45,-57,-53,-65,-67,-65,-67,-73,-69,-71,-53,-53,-57,-87,-85
25,"(2,2)",-53,-53,-57,-59,-55,-53,-75,-43,-57,-53,-65,-67,-67,-65,-73,-63,-69,-53,-53,-65,-87,-85
26,"(2,2)",-53,-55,-49,-59,-55,-53,-75,-43,-57,-57,-65,-67,-65,-67,-73,-63,-69,-53,-51,-61,-87,-85
27,"(2,2)",-53,-53,-53,-59,-55,-53,-73,-39,-57,-57,-65,-65,-67,-67,-73,-65,-69,-53,-51,-61,-87,-85
28,"(2,2)",-53,-55,-55,-67,-55,-53,-73,-43,-57,-57,-63,-67,-67,-67,-73,-67,-69,-51,-51,-61,-85,-85
29,"(2,2)",-53,-53,-51,-61,-55,-53,-73,-43,-57,-57,-63,-71,-65,-65,-73,-67,-71,-51,-51,-63,-85,-85
30,"(2,2)",-53,-53,-83,-65,-55,-53,-71,-43,-57,-55,-65,-69,-65,-67,-73,-65,-71,-53,-51,-63,-85,-85
31,"(2,2)",-51,-53,-53,-61,-57,-53,-71,-39,-57,-55,-65,-67,-65,-67,-73,-67,-71,-53,-53,-67,-87,-87
32,"(2,2)",-51,-51,-55,-67,-57,-53,-73,-39,-59,-55,-65,-67,-67,-65,-73,-65,-71,-51,-51,-67,-87,-89
33,"(2,2)",-47,-53,-53,-65,-55,-51,-71,-39,-57,-55,-67,-67,-67,-65,-75,-69,-71,-51,-51,-73,-87,-89
34,"(2,2)",-53,-53,-53,-67,-55,-53,-71,-43,-59,-55,-67,-67,-67,-65,-75,-69,-71,-53,-51,-63,-87,-89
35,"(2,2)",-53,-55,-51,-69,-55,-55,-75,-41,-57,-55,-67,-69,-67,-65,-75,-71,-71,-53,-51,-63,-87,-89
36,"(2,2)",-53,-53,-55,-69,-55,-53,-73,-39,-57,-57,-63,-65,-67,-65,-77,-69,-71,-51,-53,-63,-87,-89
37,"(2,2)",-53,-51,-55,-61,-55,-53,-75,-39,-57,-57,-63,-67,-69,-65,-77,-69,-71,-51,-53,-63,-87,-89
38,"(2,2)",-45,-51,-51,-55,-55,-53,-71,-39,-61,-55,-57,-67,-69,-65,-77,-67,-67,-51,-53,-65,-87,-89
39,"(2,2)",-53,-53,-53,-67,-55,-53,-75,-43,-61,-57,-57,-67,-69,-65,-77,-65,-67,-53,-53,-63,-87,-89
40,"(2,2)",-53,-53,-55,-65,-55,-55,-71,-41,-57,-55,-57,-67,-69,-65,-77,-67,-69,-53,-53,-63,-87,-89
41,"(2,2)",-53,-53,-53,-67,-55,-55,-73,-43,-59,-55,-65,-67,-69,-65,-77,-71,-69,-53,-53,-63,-87,-87
42,"(2,2)",-53,-53,-53,-67,-55,-53,-73,-39,-55,-55,-65,-67,-69,-65,-77,-65,-69,-53,-53,-67,-85,-87
43,"(2,2)",-53,-55,-57,-69,-55,-53,-75,-39,-57,-57,-65,-67,-69,-63,-79,-67,-69,-53,-53,-67,-85,-85
44,"(2,2)",-53,-81,-53,-67,-55,-53,-75,-43,-57,-57,-65,-67,-69,-65,-77,-67,-69,-53,-53,-67,-87,-85
45,"(2,2)",-53,-53,-51,-65,-55,-53,-75,-39,-59,-55,-65,-69,-67,-65,-77,-65,-69,-53,-53,-63,-87,-85
46,"(2,2)",-53,-53,-61,-65,-55,-53,-73,-43,-59,-55,-67,-65,-63,-65,-79,-71,-69,-53,-53,-63,-87,-85
47,"(2,2)",-51,-53,-53,-67,-53,-53,-75,-43,-57,-55,-67,-71,-67,-65,-79,-65,-69,-53,-51,-55,-87,-85
48,"(2,2)",-55,-53,-51,-59,-55,-53,-75,-43,-57,-55,-65,-65,-57,-67,-73,-67,-69,-53,-51,-55,-89,-85
49,"(2,2)",-53,-55,-73,-65,-55,-53,-73,-43,-57,-55,-61,-65,-57,-67,-73,-63,-71,-53,-53,-57,-89,-87
50,"(2,2)",-53,-51,-53,-65,-53,-53,-71,-39,-61,-57,-65,-67,-65,-65,-73,-67,-71,-53,-53,-63,-89,-87
51,"(2,2)",-55,-53,-57,-61,-55,-53,-75,-43,-57,-57,-65,-65,-69,-65,-73,-69,-69,-53,-51,-63,-87,-85
52,"(2,2)",-53,-49,-53,-67,-55,-53,-71,-43,-57,-55,-67,-67,-69,-65,-73,-67,-71,-53,-53,-63,-87,-85
53,"(2,2)",-53,-55,-49,-65,-55,-53,-75,-37,-57,-55,-57,-67,-69,-65,-71,-65,-69,-53,-53,-65,-87,-85
54,"(2,2)",-53,-53,-51,-65,-55,-53,-71,-39,-61,-57,-65,-71,-67,-65,-71,-67,-69,-53,-53,-65,-87,-85
55,"(2,2)",-53,-71,-55,-61,-55,-53,-73,-39,-57,-55,-67,-67,-69,-65,-71,-65,-69,-53,-51,-63,-87,-87
56,"(2,2)",-53,-53,-55,-65,-55,-53,-73,-43,-59,-55,-65,-71,-69,-65,-71,-69,-69,-53,-51,-63,-87,-87
57,"(2,2)",-53,-53,-51,-59,-53,-53,-73,-43,-59,-55,-63,-65,-69,-65,-71,-65,-69,-53,-51,-63,-87,-87
58,"(2,2)",-53,-91,-57,-67,-55,-53,-73,-43,-59,-65,-63,-65,-67,-65,-71,-63,-71,-53,-53,-63,-87,-87
59,"(2,2)",-53,-53,-77,-67,-55,-53,-73,-41,-55,-57,-57,-65,-67,-63,-71,-63,-69,-53,-53,-65,-89,-83
60,"(2,2)",-53,-53,-55,-65,-55,-53,-71,-43,-59,-55,-61,-67,-67,-63,-71,-67,-69,-51,-53,-65,-87,-85
61,"(2,2)",-53,-53,-55,-59,-55,-53,-69,-43,-59,-55,-67,-65,-67,-63,-71,-69,-69,-53,-53,-65,-87,-85
62,"(2,2)",-53,-53,-57,-67,-55,-53,-71,-43,-59,-55,-57,-65,-67,-63,-71,-71,-69,-53,-51,-61,-87,-85
63,"(2,2)",-53,-55,-87,-67,-55,-53,-73,-43,-61,-55,-57,-67,-69,-63,-71,-65,-69,-53,-53,-57,-87,-85
64,"(2,2)",-53,-53,-57,-51,-55,-53,-75,-43,-57,-55,-57,-65,-69,-69,-71,-67,-71,-53,-53,-57,-87,-85
65,"(2,2)",-51,-53,-53,-67,-55,-53,-75,-43,-59,-55,-63,-67,-69,-69,-73,-65,-71,-53,-53,-57,-87,-89
66,"(2,2)",-51,-53,-49,-55,-55,-53,-73,-39,-55,-57,-67,-67,-69,-65,-73,-67,-71,-51,-53,-63,-87,-83
67,"(2,2)",-53,-55,-53,-61,-55,-53,-71,-39,-55,-57,-63,-67,-65,-65,-73,-65,-71,-89,-53,-59,-87,-83
68,"(2,2)",-53,-87,-51,-61,-53,-53,-73,-39,-61,-57,-63,-69,-67,-65,-73,-69,-71,-51,-53,-65,-87,-83
69,"(2,2)",-53,-53,-55,-65,-55,-53,-75,-39,-59,-57,-63,-71,-67,-65,-73,-65,-71,-51,-53,-63,-87,-83
70,"(2,2)",-47,-53,-53,-65,-55,-53,-71,-39,-59,-57,-67,-71,-67,-65,-73,-67,-71,-51,-53,-63,-87,-83
71,"(2,2)",-51,-53,-51,-67,-55,-53,-75,-43,-59,-55,-65,-67,-65,-69,-73,-65,-71,-53,-51,-63,-87,-87
72,"(2,2)",-51,-51,-53,-65,-55,-53,-75,-39,-59,-57,-55,-67,-65,-69,-73,-67,-71,-51,-53,-63,-89,-87
73,"(2,2)",-53,-53,-53,-59,-55,-53,-69,-37,-59,-55,-63,-67,-65,-69,-73,-67,-71,-53,-51,-65,-89,-85
74,"(2,2)",-53,-53,-57,-61,-55,-53,-75,-37,-59,-55,-63,-65,-65,-63,-73,-67,-71,-53,-51,-57,-89,-85
75,"(2,2)",-47,-53,-51,-55,-55,-55,-75,-39,-59,-55,-63,-69,-67,-67,-73,-67,-69,-53,-51,-57,-89,-85
76,"(2,2)",-53,-53,-53,-59,-55,-53,-71,-43,-59,-55,-57,-69,-67,-65,-73,-67,-69,-53,-51,-57,-89,-85
77,"(2,2)",-53,-53,-51,-61,-55,-53,-75,-43,-57,-55,-57,-65,-67,-67,-73,-69,-69,-53,-51,-65,-89,-85
78,"(2,2)",-53,-53,-55,-57,-55,-53,-69,-37,-59,-55,-57,-67,-67,-67,-73,-69,-71,-53,-51,-65,-89,-87
