,precision,recall,f1-score,support
0,0.0,0.0,0.0,2958.0
1,0.0,0.0,0.0,3039.0
2,0.25516666666666665,1.0,0.40658611074226525,3062.0
3,0.0,0.0,0.0,2941.0
accuracy,0.25516666666666665,0.25516666666666665,0.25516666666666665,0.25516666666666665
macro avg,0.06379166666666666,0.25,0.10164652768556631,12000.0
weighted avg,0.06511002777777777,0.25516666666666665,0.10374722259106801,12000.0
