,precision,recall,f1-score,support
0,1.0,0.998046875,0.9990224828934506,512.0
1,0.0,0.0,0.0,508.0
2,0.4841997961264016,1.0,0.6524725274725275,475.0
3,0.9940944881889764,1.0,0.9970384995064165,505.0
accuracy,0.7455,0.7455,0.7455,0.7455
macro avg,0.6195735710788445,0.74951171875,0.6621333774680986,2000.0
weighted avg,0.622006309847737,0.7455,0.6624642020208188,2000.0
