,"X,Y","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Vibraciones""
50:C7:BF:DD:C3:B3","""SMA1930055648""
B0:72:BF:05:3C:3D","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Microondas""
48:F8:B3:22:4D:4B","""FabLab""
AC:84:C6:3E:EF:51","""Lab 212""
00:23:CD:18:65:9C","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Controlistas""
54:E6:FC:E7:FA:D2","""Die231""
EC:08:6B:42:B5:4A","""Docentes FI""
0E:18:D6:CB:01:A4","""WiFi-UdeC""
84:D4:7E:29:3E:81","""LCDA""
B0:48:7A:DE:14:8C","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""MII2011""
74:EA:3A:C6:29:A0","""UdeC""
84:D4:7E:29:3E:80","""eduroam""
84:D4:7E:29:5B:22","""CE5CFB""
98:FC:11:E2:A6:A5","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""labceramicos""
E8:DE:27:7F:69:DC","""ANDES""
00:11:95:09:C1:4A"
2658,"(0,1)",-69,-67,-79,-79,-81,-59,-73,-75,-75,-81,-71,-63,-53,-69,-81,-71,-73,-77,-85,-71,-75,-77,-81,-71,-79,-79,-73
2659,"(0,1)",-67,-67,-75,-75,-81,-61,-71,-67,-75,-75,-71,-71,-53,-69,-81,-73,-71,-79,-87,-73,-75,-79,-77,-71,-79,-81,-77
2660,"(0,1)",-61,-67,-77,-79,-83,-55,-73,-67,-75,-83,-67,-63,-41,-69,-83,-73,-71,-79,-85,-75,-75,-79,-85,-71,-79,-81,-75
2661,"(0,1)",-67,-67,-75,-77,-85,-55,-71,-75,-75,-77,-71,-65,-53,-69,-81,-69,-75,-79,-85,-73,-75,-81,-85,-71,-77,-81,-77
2662,"(0,1)",-67,-69,-77,-75,-81,-59,-73,-67,-75,-81,-71,-63,-53,-73,-79,-69,-75,-81,-83,-73,-75,-81,-83,-73,-79,-81,-77
2663,"(0,1)",-67,-67,-79,-77,-81,-59,-71,-75,-77,-81,-71,-63,-53,-69,-83,-73,-73,-79,-85,-71,-75,-81,-73,-73,-77,-79,-75
2664,"(0,1)",-67,-67,-77,-79,-79,-61,-71,-61,-73,-81,-71,-65,-53,-69,-83,-73,-73,-75,-85,-71,-71,-81,-83,-73,-77,-81,-75
2665,"(0,1)",-65,-67,-77,-79,-81,-59,-69,-69,-71,-81,-71,-71,-53,-69,-81,-73,-73,-81,-85,-71,-75,-81,-81,-73,-77,-81,-75
2666,"(0,1)",-65,-67,-79,-79,-79,-59,-71,-67,-71,-81,-71,-65,-41,-71,-81,-73,-71,-81,-85,-73,-75,-81,-81,-73,-77,-81,-75
2667,"(0,1)",-67,-69,-77,-75,-79,-61,-69,-67,-73,-81,-73,-65,-41,-69,-79,-71,-73,-79,-85,-73,-75,-81,-73,-73,-77,-81,-77
2668,"(0,1)",-67,-67,-75,-75,-81,-61,-69,-69,-75,-79,-73,-71,-41,-69,-83,-71,-73,-79,-83,-75,-75,-81,-73,-67,-77,-81,-77
2669,"(0,1)",-65,-67,-77,-77,-81,-61,-71,-67,-79,-81,-73,-63,-41,-67,-83,-71,-75,-77,-85,-75,-75,-81,-81,-67,-77,-81,-75
2670,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-67,-75,-71,-75,-69,-55,-67,-79,-69,-73,-77,-85,-73,-75,-81,-81,-67,-77,-81,-77
2671,"(0,1)",-67,-69,-79,-77,-83,-59,-71,-65,-73,-83,-69,-69,-55,-69,-83,-71,-73,-81,-85,-73,-75,-81,-81,-73,-79,-81,-73
2672,"(0,1)",-67,-67,-77,-77,-83,-61,-71,-67,-73,-81,-69,-71,-53,-69,-83,-71,-73,-77,-85,-73,-75,-79,-81,-73,-79,-81,-73
2673,"(0,1)",-67,-69,-77,-75,-81,-59,-71,-67,-73,-81,-73,-71,-41,-69,-83,-71,-75,-77,-83,-77,-73,-81,-79,-73,-79,-79,-77
2674,"(0,1)",-69,-69,-77,-77,-79,-59,-71,-67,-71,-81,-75,-71,-41,-71,-81,-71,-73,-79,-83,-77,-69,-81,-79,-73,-79,-79,-77
2675,"(0,1)",-65,-67,-79,-75,-79,-61,-71,-69,-77,-81,-67,-65,-41,-69,-83,-71,-75,-81,-83,-73,-75,-81,-79,-71,-79,-77,-77
2676,"(0,1)",-65,-69,-77,-75,-81,-59,-69,-75,-75,-81,-71,-71,-41,-69,-83,-71,-75,-81,-85,-75,-75,-77,-79,-73,-77,-81,-79
2677,"(0,1)",-67,-67,-79,-75,-81,-59,-73,-75,-73,-85,-71,-63,-53,-69,-83,-71,-75,-77,-85,-75,-75,-77,-81,-71,-77,-81,-71
2678,"(0,1)",-69,-69,-77,-73,-83,-59,-71,-67,-73,-81,-71,-65,-53,-69,-81,-71,-75,-77,-83,-73,-75,-81,-81,-73,-77,-83,-79
2679,"(0,1)",-67,-67,-77,-75,-79,-59,-71,-67,-75,-73,-75,-71,-41,-69,-83,-73,-75,-77,-85,-73,-75,-81,-81,-71,-77,-83,-79
2680,"(0,1)",-67,-69,-75,-71,-81,-61,-71,-73,-73,-83,-71,-73,-41,-69,-83,-73,-75,-73,-81,-73,-75,-81,-85,-73,-79,-83,-79
2681,"(0,1)",-69,-67,-73,-75,-81,-61,-73,-67,-73,-83,-67,-63,-41,-67,-83,-73,-75,-79,-81,-75,-75,-79,-81,-73,-79,-83,-75
2682,"(0,1)",-65,-67,-81,-75,-83,-55,-67,-67,-73,-79,-73,-65,-41,-67,-77,-73,-73,-77,-81,-73,-73,-83,-81,-73,-77,-81,-77
2683,"(0,1)",-69,-67,-73,-73,-81,-61,-71,-67,-75,-83,-71,-71,-53,-69,-83,-73,-73,-77,-85,-75,-75,-81,-71,-73,-77,-81,-77
2684,"(0,1)",-67,-69,-77,-75,-79,-59,-71,-75,-73,-81,-71,-63,-53,-69,-83,-73,-75,-79,-85,-73,-75,-81,-83,-73,-79,-79,-77
2685,"(0,1)",-69,-69,-77,-75,-81,-57,-67,-75,-75,-81,-71,-67,-51,-69,-81,-73,-75,-79,-85,-75,-75,-81,-79,-71,-81,-79,-77
2686,"(0,1)",-67,-69,-73,-75,-79,-59,-67,-67,-75,-83,-73,-65,-53,-69,-83,-73,-75,-81,-83,-75,-75,-81,-85,-73,-81,-79,-77
2687,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-69,-73,-75,-71,-71,-39,-69,-83,-73,-75,-81,-83,-75,-77,-81,-83,-73,-81,-79,-77
2688,"(0,1)",-69,-69,-79,-77,-79,-61,-71,-69,-69,-81,-69,-69,-53,-69,-83,-73,-75,-81,-83,-73,-77,-81,-83,-73,-79,-79,-75
2689,"(0,1)",-67,-67,-77,-75,-79,-59,-71,-81,-73,-81,-69,-63,-53,-65,-85,-73,-73,-79,-83,-75,-77,-81,-81,-73,-81,-79,-77
2690,"(0,1)",-69,-67,-79,-75,-81,-61,-71,-67,-73,-81,-73,-63,-53,-69,-85,-75,-73,-77,-83,-75,-73,-81,-81,-73,-81,-79,-77
2691,"(0,1)",-65,-69,-77,-77,-81,-59,-69,-67,-73,-77,-73,-63,-41,-69,-85,-71,-73,-79,-87,-75,-75,-79,-81,-71,-81,-83,-77
2692,"(0,1)",-65,-67,-77,-77,-81,-59,-71,-69,-75,-79,-73,-63,-39,-69,-85,-71,-73,-81,-87,-75,-75,-79,-81,-71,-79,-81,-77
2693,"(0,1)",-69,-67,-79,-77,-81,-59,-71,-75,-75,-79,-71,-71,-55,-71,-85,-73,-73,-77,-87,-75,-73,-79,-83,-71,-79,-81,-77
2694,"(0,1)",-79,-67,-77,-77,-81,-59,-73,-75,-75,-81,-71,-63,-53,-69,-81,-71,-73,-77,-85,-73,-73,-81,-83,-71,-79,-81,-77
2695,"(0,1)",-67,-67,-79,-77,-81,-59,-71,-69,-73,-79,-71,-73,-53,-69,-79,-71,-73,-79,-85,-73,-77,-81,-81,-73,-79,-83,-69
2696,"(0,1)",-67,-69,-79,-75,-81,-59,-71,-69,-75,-79,-71,-63,-53,-77,-79,-71,-73,-77,-85,-73,-75,-81,-81,-71,-79,-77,-69
2697,"(0,1)",-67,-67,-75,-67,-83,-59,-71,-75,-75,-83,-73,-71,-43,-69,-81,-71,-75,-79,-85,-75,-75,-81,-81,-71,-79,-77,-79
2698,"(0,1)",-67,-69,-77,-81,-81,-59,-71,-69,-73,-83,-73,-63,-51,-67,-81,-71,-75,-77,-81,-83,-75,-81,-83,-71,-81,-79,-75
2699,"(0,1)",-69,-67,-79,-75,-83,-59,-81,-75,-75,-81,-77,-63,-55,-69,-81,-73,-73,-77,-83,-71,-77,-83,-81,-73,-79,-73,-75
2700,"(0,1)",-69,-67,-77,-75,-81,-61,-71,-73,-77,-79,-71,-71,-39,-67,-81,-73,-75,-73,-83,-75,-77,-83,-81,-71,-79,-73,-77
2701,"(0,1)",-69,-69,-77,-77,-79,-59,-71,-67,-73,-81,-73,-63,-53,-67,-83,-69,-75,-79,-85,-75,-69,-79,-83,-75,-79,-75,-77
2702,"(0,1)",-67,-69,-77,-75,-79,-59,-71,-67,-79,-81,-69,-61,-53,-69,-83,-75,-75,-79,-83,-73,-75,-79,-83,-73,-77,-79,-79
2703,"(0,1)",-65,-67,-77,-81,-77,-59,-71,-67,-75,-81,-69,-69,-55,-71,-83,-69,-75,-79,-83,-73,-75,-81,-83,-71,-81,-79,-79
2704,"(0,1)",-69,-67,-75,-75,-77,-59,-71,-67,-71,-83,-71,-63,-53,-69,-83,-69,-75,-81,-85,-73,-75,-81,-83,-73,-81,-79,-77
2705,"(0,1)",-63,-67,-79,-79,-77,-59,-71,-67,-75,-81,-71,-71,-53,-77,-83,-73,-73,-81,-83,-73,-77,-81,-83,-73,-77,-79,-77
2706,"(0,1)",-63,-67,-77,-75,-81,-59,-71,-61,-71,-83,-73,-63,-53,-67,-83,-71,-73,-79,-83,-73,-75,-81,-81,-73,-79,-81,-77
2707,"(0,1)",-67,-67,-79,-75,-81,-61,-73,-61,-73,-81,-65,-69,-53,-69,-83,-71,-73,-79,-83,-73,-77,-81,-81,-71,-79,-81,-77
2708,"(0,1)",-67,-69,-79,-79,-81,-55,-73,-61,-75,-79,-69,-65,-53,-69,-83,-73,-75,-79,-83,-73,-75,-81,-81,-73,-79,-81,-77
2709,"(0,1)",-67,-69,-71,-75,-79,-59,-73,-67,-73,-79,-71,-65,-53,-69,-83,-73,-73,-79,-83,-73,-71,-77,-81,-73,-77,-81,-77
2710,"(0,1)",-69,-65,-79,-75,-79,-61,-73,-67,-75,-71,-71,-63,-43,-69,-83,-73,-73,-81,-83,-73,-75,-77,-81,-69,-79,-83,-77
2711,"(0,1)",-67,-67,-79,-75,-79,-59,-73,-67,-75,-71,-73,-63,-43,-69,-81,-73,-73,-79,-83,-73,-75,-77,-81,-69,-77,-81,-77
2712,"(0,1)",-67,-69,-79,-73,-81,-61,-73,-69,-73,-81,-73,-71,-53,-69,-83,-67,-73,-79,-85,-75,-71,-77,-81,-69,-79,-81,-77
2713,"(0,1)",-69,-67,-79,-79,-81,-59,-71,-73,-73,-83,-71,-71,-53,-69,-79,-67,-73,-81,-83,-75,-75,-77,-81,-73,-79,-81,-77
2714,"(0,1)",-67,-67,-77,-73,-81,-59,-73,-61,-73,-83,-71,-69,-53,-69,-81,-73,-73,-79,-85,-75,-75,-81,-79,-73,-77,-81,-77
2715,"(0,1)",-67,-67,-77,-77,-81,-61,-73,-61,-75,-81,-73,-63,-53,-69,-83,-73,-75,-77,-83,-73,-75,-79,-83,-73,-77,-81,-77
2716,"(0,1)",-69,-69,-77,-77,-79,-59,-69,-67,-71,-81,-73,-71,-53,-69,-83,-73,-75,-81,-83,-73,-73,-79,-83,-71,-77,-81,-77
2717,"(0,1)",-67,-67,-77,-75,-81,-61,-69,-67,-75,-85,-73,-69,-41,-71,-83,-73,-75,-81,-81,-75,-73,-79,-83,-71,-77,-81,-75
2718,"(0,1)",-67,-67,-77,-75,-79,-59,-71,-67,-73,-69,-71,-69,-41,-69,-83,-73,-75,-75,-81,-75,-73,-79,-83,-71,-77,-83,-75
2719,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-67,-75,-81,-73,-71,-53,-69,-83,-73,-73,-75,-83,-73,-75,-83,-83,-67,-79,-83,-77
2720,"(0,1)",-67,-69,-75,-77,-77,-59,-71,-73,-73,-81,-73,-65,-41,-69,-83,-73,-73,-75,-85,-73,-75,-83,-81,-73,-79,-83,-77
2721,"(0,1)",-65,-69,-79,-77,-79,-59,-73,-73,-73,-81,-73,-63,-41,-67,-83,-73,-73,-77,-81,-73,-75,-81,-83,-73,-79,-81,-73
2722,"(0,1)",-69,-67,-77,-77,-83,-59,-73,-73,-73,-83,-73,-63,-41,-69,-81,-73,-73,-79,-83,-73,-75,-81,-83,-73,-79,-81,-73
2723,"(0,1)",-65,-67,-81,-77,-79,-61,-73,-73,-75,-81,-71,-63,-41,-69,-83,-67,-75,-77,-87,-73,-75,-81,-83,-75,-79,-81,-77
2724,"(0,1)",-67,-67,-79,-75,-81,-59,-73,-73,-75,-83,-71,-63,-51,-69,-83,-69,-73,-77,-87,-73,-87,-81,-83,-75,-79,-81,-77
2725,"(0,1)",-75,-67,-71,-77,-81,-59,-71,-65,-71,-81,-71,-63,-53,-67,-79,-69,-73,-79,-85,-75,-87,-81,-83,-75,-79,-79,-77
2726,"(0,1)",-65,-69,-79,-79,-79,-61,-73,-67,-71,-81,-71,-69,-85,-69,-79,-73,-73,-79,-83,-75,-87,-83,-81,-71,-79,-81,-77
2727,"(0,1)",-67,-69,-79,-79,-83,-61,-71,-67,-75,-85,-71,-63,-39,-69,-83,-73,-73,-73,-83,-73,-75,-83,-83,-71,-79,-81,-77
2728,"(0,1)",-67,-69,-77,-75,-81,-59,-73,-67,-75,-81,-71,-63,-53,-69,-77,-73,-73,-77,-83,-73,-69,-83,-81,-71,-79,-81,-77
2729,"(0,1)",-67,-69,-77,-75,-83,-59,-71,-75,-75,-79,-73,-65,-53,-69,-81,-73,-73,-77,-83,-73,-75,-83,-81,-73,-79,-81,-77
2730,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-67,-73,-83,-73,-73,-53,-69,-81,-73,-75,-77,-85,-73,-71,-79,-73,-73,-79,-81,-75
2731,"(0,1)",-67,-69,-77,-75,-79,-61,-73,-69,-75,-83,-73,-73,-41,-71,-79,-73,-75,-81,-85,-73,-69,-81,-73,-73,-79,-81,-75
2732,"(0,1)",-69,-67,-79,-73,-79,-59,-73,-69,-75,-83,-73,-71,-53,-67,-83,-73,-75,-81,-85,-71,-69,-81,-73,-73,-79,-81,-75
2733,"(0,1)",-67,-67,-77,-73,-81,-61,-71,-67,-73,-81,-69,-71,-41,-67,-83,-73,-75,-77,-85,-71,-69,-81,-73,-73,-79,-81,-75
2734,"(0,1)",-67,-69,-77,-83,-81,-59,-71,-61,-73,-81,-69,-63,-41,-69,-83,-73,-75,-79,-81,-71,-73,-79,-81,-73,-79,-81,-75
2735,"(0,1)",-67,-67,-77,-77,-81,-55,-71,-75,-73,-81,-73,-63,-53,-69,-83,-73,-77,-79,-85,-73,-75,-79,-81,-73,-79,-79,-77
2736,"(0,1)",-69,-69,-77,-75,-83,-55,-71,-73,-71,-83,-73,-65,-53,-69,-83,-73,-77,-79,-87,-73,-75,-79,-85,-71,-79,-79,-79
2737,"(0,1)",-67,-69,-77,-67,-79,-61,-73,-75,-73,-83,-67,-63,-53,-69,-83,-73,-73,-75,-87,-73,-75,-83,-83,-73,-79,-81,-77
2738,"(0,1)",-67,-69,-77,-75,-79,-59,-71,-73,-75,-81,-67,-63,-53,-67,-83,-73,-75,-79,-87,-73,-75,-83,-73,-73,-79,-81,-77
2739,"(0,1)",-67,-67,-77,-71,-83,-59,-69,-67,-75,-71,-67,-63,-53,-71,-81,-73,-75,-77,-87,-73,-75,-81,-79,-73,-79,-81,-77
2740,"(0,1)",-69,-67,-77,-77,-79,-61,-71,-63,-75,-85,-69,-71,-53,-69,-83,-73,-75,-79,-85,-73,-75,-81,-79,-71,-79,-81,-77
2741,"(0,1)",-67,-69,-79,-75,-81,-57,-71,-61,-75,-81,-75,-63,-41,-69,-83,-73,-73,-79,-85,-73,-75,-81,-79,-73,-79,-81,-79
2742,"(0,1)",-69,-67,-79,-73,-81,-59,-71,-67,-73,-81,-71,-65,-53,-67,-83,-67,-73,-71,-83,-75,-81,-81,-79,-73,-79,-77,-77
2743,"(0,1)",-67,-67,-77,-73,-81,-59,-71,-69,-83,-81,-71,-63,-53,-69,-77,-67,-73,-71,-83,-75,-81,-81,-85,-71,-79,-81,-77
2744,"(0,1)",-67,-67,-77,-77,-81,-59,-73,-69,-73,-81,-71,-63,-53,-69,-83,-67,-73,-77,-81,-75,-77,-81,-79,-71,-79,-81,-77
2745,"(0,1)",-67,-67,-77,-73,-81,-59,-71,-61,-73,-83,-73,-65,-53,-69,-81,-67,-73,-77,-83,-75,-75,-81,-79,-73,-79,-81,-77
2746,"(0,1)",-67,-69,-79,-77,-81,-59,-71,-69,-75,-79,-73,-63,-55,-69,-79,-67,-73,-79,-83,-75,-69,-79,-73,-67,-77,-81,-77
2747,"(0,1)",-67,-67,-79,-75,-81,-59,-71,-73,-71,-85,-73,-63,-53,-67,-81,-67,-75,-79,-85,-75,-75,-79,-81,-67,-77,-81,-77
2748,"(0,1)",-67,-67,-71,-75,-85,-61,-71,-75,-81,-81,-73,-71,-41,-69,-83,-67,-73,-81,-85,-75,-75,-79,-75,-73,-79,-81,-77
2749,"(0,1)",-67,-67,-75,-73,-83,-61,-71,-63,-73,-81,-71,-69,-53,-69,-83,-67,-73,-81,-85,-73,-75,-81,-81,-67,-79,-81,-75
2750,"(0,1)",-69,-69,-77,-77,-81,-61,-71,-67,-73,-83,-71,-69,-53,-71,-83,-67,-73,-81,-85,-73,-75,-81,-81,-73,-79,-81,-75
2751,"(0,1)",-67,-67,-77,-67,-83,-57,-71,-69,-75,-71,-71,-85,-41,-71,-83,-67,-75,-79,-85,-75,-73,-81,-79,-73,-79,-81,-77
2752,"(0,1)",-65,-67,-77,-83,-81,-61,-71,-69,-71,-83,-73,-69,-53,-69,-83,-83,-73,-79,-81,-75,-75,-81,-81,-71,-79,-81,-79
2753,"(0,1)",-67,-69,-79,-77,-83,-59,-71,-67,-73,-81,-73,-65,-41,-69,-83,-83,-75,-75,-81,-75,-75,-79,-81,-73,-79,-81,-79
2754,"(0,1)",-67,-67,-77,-75,-83,-59,-73,-67,-77,-83,-71,-63,-85,-69,-83,-83,-73,-75,-81,-75,-75,-81,-81,-73,-79,-81,-77
2755,"(0,1)",-65,-69,-77,-75,-81,-59,-73,-67,-73,-83,-71,-73,-41,-69,-83,-67,-73,-81,-85,-73,-69,-81,-81,-71,-79,-81,-77
2756,"(0,1)",-67,-69,-75,-75,-83,-55,-71,-67,-75,-83,-71,-63,-53,-69,-81,-71,-73,-81,-85,-75,-69,-81,-83,-73,-79,-81,-77
2757,"(0,1)",-67,-69,-79,-75,-79,-61,-71,-67,-73,-83,-73,-67,-51,-69,-81,-71,-73,-81,-85,-73,-75,-81,-83,-73,-79,-79,-77
2758,"(0,1)",-67,-67,-77,-75,-81,-59,-71,-67,-73,-81,-73,-65,-55,-69,-81,-71,-73,-77,-87,-83,-75,-81,-83,-73,-79,-81,-77
2759,"(0,1)",-67,-67,-77,-75,-79,-61,-71,-69,-75,-83,-73,-69,-53,-69,-79,-73,-71,-79,-87,-71,-75,-81,-81,-71,-79,-81,-77
2760,"(0,1)",-69,-67,-77,-75,-83,-61,-75,-75,-73,-83,-73,-63,-51,-73,-81,-73,-75,-79,-87,-77,-71,-81,-79,-71,-79,-81,-75
2761,"(0,1)",-67,-69,-79,-77,-81,-61,-71,-67,-73,-83,-71,-71,-55,-67,-81,-69,-75,-79,-83,-73,-73,-81,-81,-73,-79,-77,-77
2762,"(0,1)",-67,-67,-75,-73,-81,-61,-71,-67,-73,-73,-71,-71,-53,-67,-79,-73,-73,-79,-83,-73,-75,-81,-79,-73,-79,-81,-77
2763,"(0,1)",-65,-67,-77,-73,-83,-59,-71,-67,-73,-81,-71,-71,-41,-67,-83,-73,-73,-79,-85,-73,-73,-81,-85,-73,-79,-81,-77
2764,"(0,1)",-69,-67,-77,-81,-81,-59,-71,-67,-73,-79,-71,-71,-53,-69,-83,-73,-73,-79,-85,-73,-77,-81,-83,-71,-79,-81,-77
2765,"(0,1)",-69,-69,-79,-75,-81,-59,-71,-67,-75,-81,-73,-63,-51,-69,-79,-73,-73,-81,-85,-75,-75,-81,-83,-71,-79,-81,-79
2766,"(0,1)",-67,-67,-71,-73,-81,-59,-71,-67,-73,-81,-73,-63,-53,-69,-79,-73,-73,-81,-83,-73,-75,-81,-85,-71,-79,-81,-77
2767,"(0,1)",-67,-69,-79,-75,-81,-59,-71,-69,-75,-79,-69,-65,-53,-69,-81,-71,-73,-77,-83,-73,-75,-81,-85,-71,-79,-81,-77
2768,"(0,1)",-65,-67,-79,-81,-79,-61,-71,-61,-73,-83,-73,-63,-53,-69,-81,-73,-73,-77,-83,-73,-75,-81,-81,-71,-79,-81,-79
2769,"(0,1)",-67,-69,-77,-75,-83,-59,-71,-61,-71,-83,-75,-63,-69,-69,-81,-73,-73,-75,-83,-73,-75,-81,-83,-71,-79,-81,-79
2770,"(0,1)",-67,-69,-77,-77,-81,-61,-73,-67,-73,-83,-71,-71,-53,-67,-81,-71,-73,-75,-87,-73,-71,-81,-79,-71,-77,-81,-79
2771,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-75,-75,-81,-69,-63,-85,-71,-81,-71,-73,-79,-87,-73,-75,-81,-81,-71,-77,-81,-79
2772,"(0,1)",-67,-67,-77,-77,-79,-59,-73,-61,-75,-81,-73,-65,-41,-69,-83,-71,-73,-79,-87,-73,-75,-81,-81,-71,-79,-79,-77
2773,"(0,1)",-81,-67,-79,-77,-81,-61,-71,-61,-75,-81,-71,-63,-41,-69,-83,-71,-73,-79,-87,-73,-75,-81,-79,-71,-79,-79,-73
2774,"(0,1)",-65,-67,-77,-77,-81,-59,-71,-63,-73,-81,-71,-63,-41,-65,-83,-75,-75,-77,-87,-73,-75,-81,-83,-71,-79,-79,-77
2775,"(0,1)",-67,-67,-81,-77,-81,-59,-73,-69,-75,-75,-71,-63,-41,-69,-83,-75,-75,-77,-87,-73,-75,-77,-83,-71,-79,-79,-77
2776,"(0,1)",-67,-63,-77,-77,-81,-59,-73,-65,-71,-81,-71,-65,-43,-69,-83,-75,-75,-79,-87,-73,-75,-77,-83,-73,-79,-79,-77
2777,"(0,1)",-67,-67,-75,-75,-79,-59,-67,-67,-73,-81,-71,-63,-43,-69,-83,-75,-75,-79,-83,-73,-75,-75,-83,-73,-79,-79,-77
2778,"(0,1)",-69,-69,-77,-73,-83,-59,-73,-67,-73,-79,-71,-65,-53,-65,-81,-75,-73,-79,-85,-73,-69,-75,-81,-73,-79,-77,-79
2779,"(0,1)",-67,-69,-81,-77,-81,-59,-71,-69,-71,-79,-71,-65,-53,-69,-81,-73,-73,-75,-85,-75,-75,-77,-83,-73,-79,-77,-75
2780,"(0,1)",-67,-67,-77,-77,-83,-57,-71,-61,-73,-75,-75,-73,-53,-69,-81,-73,-73,-75,-81,-75,-75,-77,-83,-73,-79,-77,-77
2781,"(0,1)",-67,-69,-77,-75,-81,-59,-71,-65,-73,-81,-69,-63,-53,-67,-83,-73,-73,-73,-85,-75,-75,-81,-81,-73,-79,-77,-77
2782,"(0,1)",-65,-69,-77,-75,-81,-57,-77,-61,-73,-81,-69,-71,-53,-69,-83,-73,-73,-73,-85,-75,-73,-81,-81,-73,-79,-77,-77
2783,"(0,1)",-65,-67,-79,-77,-81,-59,-71,-69,-77,-69,-73,-63,-53,-69,-83,-73,-81,-73,-83,-75,-77,-79,-83,-67,-79,-81,-79
2784,"(0,1)",-67,-67,-79,-77,-79,-59,-71,-69,-71,-69,-69,-73,-55,-69,-83,-73,-81,-79,-83,-75,-75,-83,-83,-67,-79,-81,-79
2785,"(0,1)",-67,-67,-75,-77,-79,-59,-71,-69,-71,-73,-71,-65,-41,-67,-81,-71,-73,-79,-83,-73,-77,-83,-81,-67,-77,-81,-77
2786,"(0,1)",-67,-67,-77,-77,-79,-61,-73,-69,-75,-73,-71,-63,-55,-67,-81,-73,-75,-79,-83,-75,-79,-81,-81,-71,-79,-81,-77
2787,"(0,1)",-69,-67,-79,-77,-81,-59,-77,-67,-73,-81,-71,-71,-41,-69,-81,-69,-75,-77,-83,-75,-77,-81,-81,-73,-79,-81,-77
2788,"(0,1)",-67,-67,-79,-73,-81,-55,-77,-63,-73,-81,-69,-63,-53,-69,-81,-69,-73,-77,-83,-73,-77,-77,-81,-73,-79,-81,-77
2789,"(0,1)",-67,-65,-77,-67,-79,-61,-69,-67,-73,-81,-71,-65,-55,-67,-83,-69,-73,-81,-83,-73,-73,-81,-83,-73,-79,-81,-77
2790,"(0,1)",-67,-67,-75,-79,-77,-57,-73,-69,-71,-81,-71,-63,-55,-69,-83,-69,-73,-81,-83,-73,-73,-81,-83,-73,-79,-81,-77
2791,"(0,1)",-67,-67,-77,-75,-81,-59,-71,-63,-73,-81,-73,-77,-53,-69,-81,-69,-75,-81,-85,-75,-75,-81,-83,-71,-79,-81,-77
2792,"(0,1)",-69,-67,-77,-75,-79,-61,-73,-75,-69,-75,-71,-65,-53,-69,-81,-69,-75,-79,-85,-75,-75,-81,-81,-71,-79,-81,-77
2793,"(0,1)",-67,-67,-77,-81,-83,-61,-73,-69,-75,-81,-69,-65,-53,-67,-81,-69,-75,-79,-85,-73,-75,-81,-81,-75,-79,-81,-77
2794,"(0,1)",-69,-67,-77,-69,-79,-61,-71,-69,-75,-81,-69,-63,-53,-69,-83,-71,-73,-75,-89,-73,-75,-81,-81,-71,-79,-81,-77
2795,"(0,1)",-67,-69,-77,-75,-79,-57,-71,-69,-73,-81,-67,-63,-53,-69,-83,-71,-73,-79,-87,-75,-75,-79,-81,-71,-79,-81,-79
2796,"(0,1)",-69,-69,-77,-77,-81,-57,-71,-67,-75,-87,-67,-63,-41,-67,-83,-71,-73,-79,-87,-73,-77,-79,-83,-73,-77,-81,-79
2797,"(0,1)",-69,-67,-77,-77,-83,-59,-71,-67,-71,-83,-69,-63,-51,-69,-81,-77,-73,-79,-85,-73,-77,-77,-81,-73,-77,-81,-79
2798,"(0,1)",-65,-67,-77,-75,-81,-61,-71,-67,-71,-81,-73,-61,-51,-69,-85,-77,-75,-81,-85,-73,-75,-77,-81,-73,-77,-81,-77
2799,"(0,1)",-67,-67,-79,-75,-83,-55,-71,-67,-75,-81,-73,-63,-51,-69,-83,-77,-75,-79,-85,-83,-75,-81,-81,-73,-79,-81,-73
2800,"(0,1)",-67,-67,-77,-77,-81,-55,-73,-73,-75,-83,-73,-63,-55,-69,-83,-71,-75,-75,-85,-75,-75,-81,-83,-73,-79,-81,-79
2801,"(0,1)",-67,-67,-79,-77,-81,-59,-71,-69,-73,-83,-71,-63,-53,-69,-83,-73,-73,-75,-83,-77,-75,-81,-83,-71,-79,-79,-77
2802,"(0,1)",-69,-67,-79,-77,-79,-59,-71,-81,-75,-83,-73,-63,-53,-69,-83,-71,-73,-77,-83,-75,-75,-81,-77,-71,-79,-79,-77
2803,"(0,1)",-69,-67,-77,-77,-81,-59,-71,-63,-73,-83,-71,-63,-41,-69,-79,-73,-73,-77,-83,-75,-75,-81,-81,-71,-79,-71,-77
