,"X,Y","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Vibraciones""
50:C7:BF:DD:C3:B3","""SMA1930055648""
B0:72:BF:05:3C:3D","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Microondas""
48:F8:B3:22:4D:4B","""FabLab""
AC:84:C6:3E:EF:51","""Lab 212""
00:23:CD:18:65:9C","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Controlistas""
54:E6:FC:E7:FA:D2","""Die231""
EC:08:6B:42:B5:4A","""Docentes FI""
0E:18:D6:CB:01:A4","""WiFi-UdeC""
84:D4:7E:29:3E:81","""LCDA""
B0:48:7A:DE:14:8C","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""MII2011""
74:EA:3A:C6:29:A0","""UdeC""
84:D4:7E:29:3E:80","""eduroam""
84:D4:7E:29:5B:22","""CE5CFB""
98:FC:11:E2:A6:A5","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""labceramicos""
E8:DE:27:7F:69:DC","""ANDES""
00:11:95:09:C1:4A"
442,"(0,1)",-67,-67,-77,-79,-83,-55,-71,-67,-73,-81,-69,-71,-41,-69,-83,-81,-67,-75,-81,-75,-85,-73,-75,-77,-81,-83,-85
443,"(0,1)",-69,-67,-77,-77,-81,-59,-71,-67,-75,-81,-67,-63,-41,-69,-83,-81,-67,-75,-81,-73,-85,-73,-69,-77,-81,-83,-85
444,"(0,1)",-69,-67,-77,-77,-83,-59,-73,-81,-75,-81,-67,-63,-41,-69,-83,-83,-67,-75,-81,-73,-89,-73,-77,-77,-81,-83,-85
445,"(0,1)",-65,-69,-77,-77,-83,-61,-71,-67,-71,-83,-73,-65,-51,-67,-81,-79,-73,-75,-77,-71,-85,-75,-75,-77,-81,-83,-85
446,"(0,1)",-67,-67,-75,-77,-83,-59,-73,-67,-73,-81,-71,-71,-53,-69,-85,-79,-71,-75,-77,-69,-85,-75,-75,-79,-79,-83,-85
447,"(0,1)",-67,-69,-79,-75,-81,-59,-69,-73,-75,-79,-73,-71,-55,-69,-85,-79,-71,-75,-81,-73,-83,-75,-75,-79,-79,-83,-85
448,"(0,1)",-65,-67,-75,-75,-81,-59,-71,-73,-73,-81,-73,-63,-55,-69,-85,-79,-71,-75,-77,-73,-87,-75,-69,-77,-79,-83,-83
449,"(0,1)",-65,-67,-77,-77,-81,-59,-71,-73,-75,-81,-71,-63,-41,-69,-71,-79,-73,-75,-77,-73,-85,-75,-75,-75,-79,-83,-83
450,"(0,1)",-65,-67,-77,-75,-81,-59,-71,-69,-73,-81,-69,-63,-53,-69,-85,-79,-71,-75,-81,-73,-85,-73,-75,-75,-79,-83,-85
451,"(0,1)",-67,-67,-77,-75,-81,-59,-73,-67,-73,-79,-69,-71,-51,-67,-81,-79,-71,-73,-75,-73,-85,-73,-75,-79,-79,-85,-85
452,"(0,1)",-69,-69,-77,-77,-81,-59,-71,-75,-73,-81,-69,-63,-43,-67,-85,-83,-73,-75,-81,-73,-85,-81,-75,-77,-79,-85,-85
453,"(0,1)",-65,-69,-77,-75,-83,-59,-71,-65,-73,-79,-69,-71,-53,-69,-83,-83,-73,-75,-81,-73,-85,-81,-77,-77,-79,-85,-83
454,"(0,1)",-69,-67,-77,-77,-83,-55,-79,-67,-73,-79,-71,-63,-53,-69,-83,-79,-73,-75,-81,-73,-85,-75,-73,-77,-79,-85,-83
455,"(0,1)",-67,-69,-77,-73,-81,-55,-71,-63,-73,-77,-71,-71,-51,-69,-83,-79,-71,-75,-81,-73,-85,-75,-73,-77,-79,-85,-83
456,"(0,1)",-67,-67,-77,-77,-81,-59,-67,-67,-73,-77,-69,-69,-51,-69,-87,-79,-71,-75,-73,-73,-85,-75,-77,-77,-79,-85,-87
457,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-69,-73,-81,-73,-65,-53,-69,-87,-81,-71,-75,-73,-71,-83,-75,-75,-79,-81,-85,-87
458,"(0,1)",-69,-67,-75,-77,-79,-59,-71,-65,-75,-79,-73,-65,-53,-69,-87,-83,-73,-75,-79,-85,-83,-75,-75,-79,-81,-83,-87
459,"(0,1)",-67,-67,-75,-77,-81,-59,-71,-61,-73,-73,-77,-71,-41,-69,-81,-77,-73,-75,-79,-69,-83,-75,-75,-77,-79,-83,-85
460,"(0,1)",-69,-67,-77,-75,-79,-59,-71,-65,-73,-73,-71,-71,-41,-77,-81,-77,-73,-75,-77,-73,-83,-75,-75,-77,-79,-83,-85
461,"(0,1)",-69,-69,-77,-79,-83,-59,-71,-67,-73,-81,-71,-63,-41,-69,-81,-77,-73,-75,-81,-69,-85,-77,-75,-77,-81,-83,-83
462,"(0,1)",-69,-69,-77,-77,-79,-59,-79,-67,-73,-81,-71,-63,-41,-69,-81,-79,-71,-75,-81,-69,-85,-77,-75,-77,-81,-83,-83
463,"(0,1)",-67,-69,-77,-77,-83,-61,-71,-73,-73,-79,-73,-71,-53,-69,-81,-79,-71,-75,-79,-69,-83,-77,-75,-77,-79,-83,-83
464,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-69,-75,-79,-73,-71,-51,-69,-81,-79,-71,-75,-77,-73,-83,-77,-75,-77,-79,-87,-83
465,"(0,1)",-67,-69,-79,-75,-83,-59,-71,-67,-73,-81,-71,-61,-53,-69,-81,-79,-71,-73,-77,-73,-85,-73,-75,-79,-79,-87,-83
466,"(0,1)",-69,-67,-79,-77,-81,-59,-71,-67,-73,-71,-71,-65,-53,-67,-81,-79,-71,-77,-77,-73,-85,-73,-75,-77,-79,-87,-83
467,"(0,1)",-69,-67,-79,-75,-81,-59,-73,-67,-73,-79,-73,-69,-39,-69,-81,-79,-75,-75,-77,-69,-83,-77,-71,-75,-79,-85,-83
468,"(0,1)",-69,-69,-77,-77,-81,-59,-67,-67,-73,-83,-69,-69,-41,-69,-81,-79,-73,-73,-77,-73,-83,-75,-71,-77,-79,-85,-83
469,"(0,1)",-67,-69,-77,-75,-81,-55,-73,-83,-73,-83,-71,-63,-41,-69,-81,-79,-73,-73,-75,-73,-83,-75,-73,-77,-79,-85,-83
470,"(0,1)",-69,-67,-79,-75,-81,-59,-71,-73,-71,-83,-71,-63,-53,-67,-83,-77,-71,-75,-75,-73,-81,-75,-75,-79,-79,-85,-85
471,"(0,1)",-67,-67,-79,-75,-79,-65,-73,-73,-77,-79,-73,-63,-53,-69,-83,-77,-71,-73,-79,-73,-83,-75,-75,-79,-79,-85,-87
472,"(0,1)",-67,-67,-73,-77,-79,-59,-73,-73,-73,-71,-71,-69,-41,-69,-83,-77,-71,-73,-79,-73,-83,-73,-75,-79,-79,-85,-81
473,"(0,1)",-67,-67,-79,-79,-81,-61,-71,-61,-75,-79,-73,-63,-41,-71,-85,-79,-71,-73,-79,-71,-89,-73,-75,-77,-79,-79,-81
474,"(0,1)",-69,-67,-77,-83,-79,-61,-77,-61,-75,-79,-71,-63,-41,-69,-85,-81,-71,-75,-77,-71,-85,-75,-69,-77,-79,-79,-81
475,"(0,1)",-69,-67,-77,-77,-81,-59,-73,-73,-75,-81,-73,-63,-53,-69,-85,-81,-69,-75,-77,-71,-85,-73,-69,-77,-81,-83,-83
476,"(0,1)",-67,-67,-73,-77,-81,-57,-73,-67,-75,-71,-71,-63,-51,-69,-81,-79,-69,-75,-77,-75,-85,-73,-75,-77,-81,-81,-83
477,"(0,1)",-67,-67,-77,-73,-81,-59,-71,-73,-75,-75,-73,-63,-51,-69,-71,-83,-75,-73,-77,-67,-81,-75,-71,-77,-81,-81,-71
478,"(0,1)",-69,-67,-77,-79,-81,-59,-73,-67,-73,-79,-71,-65,-53,-67,-71,-83,-85,-75,-79,-73,-81,-75,-69,-79,-79,-81,-71
479,"(0,1)",-67,-67,-79,-75,-81,-59,-71,-67,-73,-79,-71,-65,-51,-67,-71,-83,-85,-73,-77,-71,-81,-77,-77,-79,-79,-81,-71
480,"(0,1)",-69,-67,-81,-77,-79,-61,-71,-69,-71,-81,-69,-63,-41,-69,-71,-83,-73,-73,-77,-71,-81,-77,-77,-79,-79,-81,-71
481,"(0,1)",-67,-69,-75,-77,-81,-59,-71,-65,-75,-75,-69,-63,-53,-69,-71,-83,-69,-73,-77,-73,-85,-75,-75,-77,-79,-81,-71
482,"(0,1)",-69,-67,-77,-77,-81,-55,-71,-73,-75,-81,-67,-71,-53,-67,-71,-77,-71,-75,-75,-73,-85,-75,-73,-77,-79,-81,-71
483,"(0,1)",-69,-67,-77,-75,-79,-55,-71,-67,-73,-81,-71,-63,-51,-69,-71,-85,-75,-75,-81,-73,-83,-77,-73,-77,-77,-83,-71
484,"(0,1)",-69,-69,-77,-75,-79,-59,-71,-67,-75,-77,-73,-63,-41,-69,-71,-81,-69,-75,-83,-73,-83,-73,-73,-75,-77,-83,-71
485,"(0,1)",-69,-67,-79,-77,-79,-59,-71,-75,-73,-79,-75,-71,-39,-69,-71,-85,-69,-75,-79,-73,-85,-73,-73,-75,-77,-83,-71
486,"(0,1)",-69,-69,-77,-69,-79,-59,-73,-67,-75,-81,-73,-71,-41,-69,-81,-77,-73,-75,-77,-73,-85,-73,-75,-75,-77,-83,-71
487,"(0,1)",-67,-69,-77,-73,-81,-61,-71,-73,-69,-73,-71,-71,-41,-69,-81,-81,-71,-75,-77,-73,-83,-75,-75,-77,-77,-83,-71
488,"(0,1)",-67,-67,-77,-77,-81,-59,-73,-71,-75,-73,-73,-71,-53,-69,-81,-83,-69,-75,-79,-71,-83,-73,-75,-75,-77,-83,-79
489,"(0,1)",-67,-69,-75,-77,-79,-55,-71,-71,-73,-79,-73,-63,-53,-71,-81,-83,-69,-75,-79,-71,-85,-73,-77,-75,-77,-83,-79
490,"(0,1)",-65,-67,-79,-77,-79,-59,-71,-67,-71,-85,-73,-63,-51,-69,-81,-81,-71,-73,-77,-73,-89,-75,-75,-75,-79,-85,-79
491,"(0,1)",-67,-69,-77,-75,-81,-61,-73,-67,-75,-71,-67,-63,-41,-69,-81,-83,-75,-73,-79,-73,-89,-75,-77,-75,-79,-85,-79
492,"(0,1)",-69,-67,-79,-77,-81,-59,-71,-69,-75,-71,-73,-63,-81,-67,-81,-81,-73,-73,-79,-73,-87,-75,-77,-77,-79,-85,-79
493,"(0,1)",-67,-69,-79,-69,-81,-59,-71,-69,-73,-71,-73,-63,-53,-67,-87,-81,-71,-73,-79,-73,-81,-73,-77,-77,-81,-85,-79
494,"(0,1)",-69,-67,-77,-69,-83,-59,-73,-67,-73,-73,-71,-63,-53,-71,-87,-81,-71,-75,-77,-73,-81,-75,-83,-75,-81,-85,-79
495,"(0,1)",-67,-67,-77,-77,-83,-59,-73,-67,-75,-73,-71,-65,-53,-67,-83,-81,-71,-77,-73,-73,-85,-75,-83,-79,-81,-85,-79
496,"(0,1)",-69,-67,-79,-77,-81,-59,-71,-65,-75,-71,-71,-69,-53,-59,-83,-81,-71,-75,-79,-73,-81,-75,-75,-79,-81,-85,-79
497,"(0,1)",-67,-67,-77,-75,-83,-59,-73,-75,-73,-79,-67,-69,-53,-69,-79,-81,-73,-75,-79,-73,-81,-75,-75,-79,-83,-87,-81
498,"(0,1)",-67,-67,-77,-75,-81,-59,-75,-75,-73,-81,-73,-69,-41,-69,-85,-81,-73,-75,-79,-73,-81,-75,-75,-79,-83,-87,-81
499,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-67,-73,-77,-73,-65,-41,-69,-85,-81,-73,-75,-81,-73,-85,-75,-75,-77,-83,-87,-81
500,"(0,1)",-67,-69,-77,-75,-83,-59,-71,-67,-75,-77,-73,-71,-41,-69,-85,-81,-73,-75,-79,-73,-85,-73,-75,-79,-83,-87,-81
501,"(0,1)",-67,-69,-77,-75,-83,-55,-73,-67,-73,-85,-73,-63,-51,-69,-87,-83,-73,-75,-79,-73,-85,-75,-75,-77,-81,-87,-81
502,"(0,1)",-69,-69,-77,-75,-83,-59,-71,-69,-73,-71,-67,-73,-43,-69,-87,-83,-71,-73,-75,-73,-85,-75,-77,-79,-81,-83,-79
503,"(0,1)",-69,-67,-73,-77,-77,-55,-71,-67,-73,-71,-73,-63,-41,-67,-87,-79,-71,-73,-79,-73,-85,-75,-75,-75,-81,-83,-79
504,"(0,1)",-67,-67,-77,-77,-83,-61,-71,-67,-71,-79,-73,-63,-41,-69,-87,-79,-73,-73,-79,-73,-85,-73,-77,-77,-81,-83,-77
505,"(0,1)",-65,-67,-81,-77,-81,-59,-73,-75,-75,-81,-71,-63,-83,-69,-83,-81,-73,-75,-77,-73,-85,-75,-75,-77,-79,-83,-77
506,"(0,1)",-65,-69,-77,-75,-79,-59,-71,-75,-73,-77,-73,-63,-41,-69,-83,-81,-73,-73,-79,-71,-85,-71,-75,-77,-79,-83,-77
507,"(0,1)",-69,-67,-77,-75,-81,-59,-73,-73,-71,-79,-73,-63,-53,-69,-83,-81,-73,-75,-79,-69,-85,-73,-75,-77,-75,-85,-77
508,"(0,1)",-67,-67,-77,-77,-81,-61,-69,-69,-75,-75,-73,-63,-51,-69,-83,-81,-71,-75,-79,-69,-85,-83,-75,-75,-75,-85,-77
509,"(0,1)",-67,-67,-79,-77,-79,-61,-71,-73,-71,-81,-73,-63,-51,-69,-83,-85,-71,-71,-79,-59,-85,-71,-75,-75,-75,-85,-77
510,"(0,1)",-67,-67,-77,-73,-81,-57,-71,-67,-75,-79,-69,-63,-41,-69,-83,-85,-71,-75,-79,-59,-83,-77,-75,-75,-77,-85,-77
511,"(0,1)",-65,-67,-79,-75,-79,-71,-71,-65,-69,-81,-71,-63,-41,-69,-71,-85,-73,-73,-75,-59,-83,-75,-79,-77,-81,-85,-77
512,"(0,1)",-67,-67,-77,-77,-81,-57,-71,-69,-73,-77,-71,-63,-41,-69,-71,-83,-73,-75,-75,-73,-85,-73,-75,-77,-81,-85,-79
513,"(0,1)",-67,-69,-73,-79,-83,-59,-73,-67,-75,-71,-73,-63,-41,-69,-71,-83,-73,-75,-79,-71,-85,-75,-75,-77,-81,-85,-79
514,"(0,1)",-69,-67,-77,-71,-79,-59,-71,-67,-73,-79,-73,-63,-41,-69,-71,-83,-73,-75,-79,-71,-85,-75,-75,-77,-81,-85,-79
515,"(0,1)",-69,-67,-77,-79,-81,-59,-73,-73,-73,-77,-71,-63,-41,-69,-71,-83,-71,-73,-79,-73,-83,-71,-75,-79,-79,-85,-79
516,"(0,1)",-67,-67,-77,-79,-81,-61,-71,-67,-77,-83,-73,-69,-41,-69,-71,-83,-71,-75,-79,-67,-87,-75,-75,-77,-81,-85,-77
517,"(0,1)",-69,-69,-79,-77,-83,-59,-71,-67,-75,-77,-73,-71,-51,-69,-83,-83,-69,-73,-81,-73,-87,-73,-75,-77,-81,-85,-77
518,"(0,1)",-67,-69,-79,-77,-83,-59,-73,-67,-75,-77,-73,-65,-53,-69,-83,-83,-69,-75,-79,-73,-87,-75,-75,-77,-81,-85,-77
519,"(0,1)",-65,-67,-79,-71,-81,-59,-69,-73,-75,-79,-73,-65,-41,-67,-81,-81,-69,-73,-79,-73,-87,-75,-71,-73,-81,-85,-77
520,"(0,1)",-67,-67,-77,-75,-81,-59,-69,-69,-75,-81,-73,-63,-51,-67,-81,-81,-69,-73,-79,-73,-83,-75,-73,-79,-81,-85,-77
521,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-69,-73,-71,-73,-71,-41,-71,-81,-83,-75,-75,-79,-71,-87,-73,-73,-79,-81,-85,-77
522,"(0,1)",-69,-69,-77,-75,-85,-59,-73,-75,-71,-71,-71,-71,-39,-69,-81,-83,-73,-75,-79,-73,-85,-75,-73,-79,-81,-87,-77
523,"(0,1)",-69,-67,-77,-77,-81,-59,-73,-75,-71,-71,-71,-63,-41,-69,-81,-83,-69,-73,-79,-73,-85,-75,-77,-79,-81,-87,-77
524,"(0,1)",-67,-67,-75,-77,-81,-59,-73,-67,-73,-77,-71,-63,-41,-67,-81,-83,-69,-73,-77,-73,-85,-75,-77,-79,-81,-87,-77
525,"(0,1)",-69,-67,-79,-77,-81,-61,-71,-73,-75,-79,-73,-63,-41,-69,-81,-79,-71,-71,-77,-73,-85,-75,-77,-77,-81,-83,-77
526,"(0,1)",-69,-67,-81,-71,-83,-59,-73,-67,-73,-79,-73,-63,-41,-69,-81,-81,-73,-73,-77,-73,-87,-73,-81,-79,-81,-83,-77
527,"(0,1)",-67,-67,-77,-75,-81,-61,-73,-75,-73,-81,-73,-63,-53,-69,-87,-81,-69,-75,-77,-77,-87,-73,-75,-77,-81,-83,-77
528,"(0,1)",-67,-67,-79,-77,-81,-55,-71,-67,-73,-81,-71,-63,-53,-65,-87,-81,-69,-75,-77,-71,-87,-73,-75,-77,-81,-83,-77
529,"(0,1)",-69,-67,-73,-77,-81,-55,-71,-61,-73,-81,-71,-63,-41,-71,-87,-75,-71,-75,-79,-73,-83,-73,-77,-77,-81,-83,-77
530,"(0,1)",-81,-67,-77,-75,-81,-59,-71,-67,-73,-81,-71,-63,-53,-69,-87,-83,-73,-73,-77,-73,-83,-77,-77,-79,-79,-83,-77
531,"(0,1)",-65,-69,-77,-75,-81,-59,-71,-61,-73,-69,-73,-71,-51,-69,-87,-81,-73,-73,-77,-73,-85,-73,-75,-75,-79,-83,-77
532,"(0,1)",-65,-69,-75,-75,-83,-59,-71,-73,-75,-79,-67,-71,-41,-69,-87,-77,-75,-75,-79,-73,-81,-77,-75,-75,-79,-85,-77
533,"(0,1)",-65,-67,-77,-77,-83,-59,-71,-73,-75,-81,-67,-71,-53,-69,-87,-77,-75,-79,-79,-73,-85,-75,-75,-79,-79,-83,-77
534,"(0,1)",-67,-69,-77,-73,-79,-59,-69,-67,-73,-73,-71,-63,-41,-83,-85,-69,-79,-77,-73,-85,-73,-75,-79,-79,-83,-77,-85
535,"(0,1)",-65,-67,-79,-77,-83,-61,-71,-67,-75,-81,-73,-61,-41,-71,-79,-73,-73,-77,-73,-87,-75,-77,-75,-75,-85,-77,-85
536,"(0,1)",-65,-67,-77,-75,-81,-59,-71,-71,-73,-81,-71,-63,-43,-69,-81,-73,-75,-79,-73,-87,-75,-75,-77,-81,-85,-77,-85
537,"(0,1)",-67,-67,-79,-75,-79,-59,-71,-71,-73,-81,-71,-65,-53,-69,-81,-69,-75,-71,-73,-85,-75,-75,-79,-81,-85,-77,-85
538,"(0,1)",-69,-69,-79,-77,-81,-59,-71,-71,-73,-77,-75,-77,-51,-59,-81,-71,-75,-77,-71,-87,-75,-75,-75,-77,-85,-77,-87
539,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-67,-73,-79,-73,-71,-51,-69,-81,-71,-75,-79,-73,-87,-73,-73,-77,-77,-85,-73,-87
540,"(0,1)",-67,-67,-79,-77,-81,-55,-71,-77,-73,-81,-67,-63,-79,-65,-79,-71,-75,-77,-73,-85,-71,-73,-77,-75,-85,-79,-87
541,"(0,1)",-67,-67,-77,-77,-79,-59,-71,-61,-73,-79,-67,-63,-53,-65,-83,-71,-75,-77,-71,-87,-75,-73,-79,-75,-85,-77,-87
542,"(0,1)",-67,-67,-77,-75,-79,-59,-71,-69,-75,-71,-71,-61,-41,-71,-83,-71,-75,-77,-71,-87,-75,-75,-79,-79,-85,-77,-87
543,"(0,1)",-79,-67,-79,-75,-83,-59,-71,-73,-75,-75,-75,-63,-83,-69,-83,-71,-81,-79,-71,-87,-77,-73,-77,-79,-83,-79,-87
544,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-75,-75,-79,-69,-73,-41,-67,-83,-71,-73,-81,-71,-87,-73,-73,-79,-79,-83,-79,-87
545,"(0,1)",-69,-67,-77,-77,-79,-59,-73,-67,-75,-79,-71,-63,-53,-71,-83,-71,-75,-77,-73,-83,-75,-75,-79,-79,-83,-79,-83
546,"(0,1)",-67,-69,-79,-73,-79,-59,-71,-67,-73,-81,-81,-71,-53,-69,-81,-75,-75,-77,-73,-83,-75,-73,-79,-79,-83,-79,-83
547,"(0,1)",-65,-67,-79,-77,-83,-59,-71,-61,-73,-81,-71,-71,-75,-69,-83,-75,-75,-79,-69,-83,-73,-75,-77,-79,-83,-79,-83
548,"(0,1)",-67,-67,-73,-77,-81,-59,-71,-65,-73,-81,-71,-63,-53,-69,-83,-75,-73,-77,-69,-83,-75,-75,-77,-79,-83,-81,-83
549,"(0,1)",-69,-69,-79,-75,-79,-59,-71,-67,-73,-81,-71,-61,-41,-69,-83,-73,-73,-77,-69,-85,-75,-75,-77,-79,-83,-81,-83
550,"(0,1)",-67,-65,-77,-77,-81,-59,-71,-67,-75,-81,-71,-73,-53,-69,-79,-69,-73,-79,-73,-85,-75,-75,-77,-79,-83,-81,-85
551,"(0,1)",-67,-67,-71,-75,-79,-59,-73,-83,-73,-81,-71,-63,-53,-69,-81,-73,-75,-79,-73,-81,-75,-75,-77,-83,-85,-77,-85
552,"(0,1)",-67,-69,-79,-73,-81,-59,-71,-61,-73,-79,-73,-65,-41,-69,-75,-73,-75,-79,-73,-85,-75,-75,-77,-83,-85,-77,-85
553,"(0,1)",-67,-67,-75,-77,-79,-59,-71,-67,-73,-81,-71,-71,-41,-69,-81,-67,-75,-77,-75,-85,-75,-75,-77,-83,-85,-77,-85
554,"(0,1)",-69,-67,-79,-77,-79,-55,-73,-67,-75,-81,-71,-63,-53,-69,-81,-73,-73,-77,-73,-85,-75,-75,-77,-79,-85,-77,-85
555,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-67,-73,-81,-71,-63,-53,-69,-83,-73,-75,-77,-73,-87,-75,-75,-77,-79,-85,-75,-85
556,"(0,1)",-69,-67,-75,-77,-81,-59,-73,-67,-75,-81,-71,-61,-53,-71,-83,-73,-75,-75,-73,-87,-75,-75,-77,-79,-83,-75,-85
557,"(0,1)",-67,-69,-77,-77,-81,-57,-71,-67,-75,-79,-71,-63,-69,-69,-83,-73,-73,-77,-73,-85,-73,-75,-79,-79,-85,-75,-85
558,"(0,1)",-67,-69,-77,-77,-83,-59,-71,-69,-73,-71,-71,-61,-41,-69,-83,-67,-75,-77,-67,-85,-77,-75,-77,-79,-85,-75,-85
559,"(0,1)",-67,-67,-77,-77,-79,-59,-73,-67,-73,-81,-71,-63,-41,-69,-81,-67,-73,-77,-71,-85,-73,-75,-77,-83,-85,-75,-85
560,"(0,1)",-69,-69,-77,-77,-81,-59,-73,-75,-77,-77,-75,-65,-53,-67,-79,-67,-75,-77,-71,-85,-75,-75,-77,-83,-85,-75,-85
561,"(0,1)",-67,-69,-77,-75,-83,-59,-73,-69,-71,-75,-71,-65,-41,-67,-81,-67,-75,-79,-71,-83,-75,-75,-77,-79,-85,-75,-85
562,"(0,1)",-67,-67,-75,-77,-81,-59,-75,-67,-75,-77,-67,-71,-53,-69,-81,-71,-75,-79,-71,-83,-75,-75,-77,-79,-83,-75,-85
563,"(0,1)",-65,-67,-79,-77,-81,-59,-71,-67,-73,-79,-69,-71,-53,-69,-81,-71,-73,-79,-71,-87,-75,-75,-79,-79,-83,-79,-77
564,"(0,1)",-77,-69,-77,-77,-81,-59,-71,-69,-73,-81,-71,-63,-41,-69,-79,-71,-75,-79,-71,-87,-75,-75,-79,-79,-83,-77,-77
565,"(0,1)",-67,-67,-79,-79,-83,-59,-73,-65,-75,-77,-73,-65,-53,-69,-79,-71,-73,-79,-71,-85,-73,-69,-77,-79,-83,-77,-77
566,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-73,-75,-81,-69,-63,-41,-69,-81,-71,-75,-81,-67,-85,-75,-69,-77,-81,-85,-77,-87
567,"(0,1)",-65,-69,-77,-71,-83,-55,-71,-73,-75,-81,-71,-71,-53,-65,-81,-73,-73,-77,-71,-85,-73,-69,-77,-81,-85,-77,-87
568,"(0,1)",-67,-69,-81,-75,-83,-59,-71,-71,-73,-79,-73,-63,-53,-69,-81,-73,-75,-79,-73,-83,-73,-75,-77,-81,-85,-77,-89
569,"(0,1)",-69,-67,-77,-77,-77,-59,-73,-69,-73,-79,-69,-63,-53,-71,-81,-71,-73,-81,-73,-83,-75,-75,-79,-81,-81,-77,-85
570,"(0,1)",-69,-69,-75,-77,-77,-61,-71,-69,-73,-79,-67,-71,-53,-71,-83,-71,-73,-79,-73,-81,-83,-75,-79,-75,-81,-77,-85
571,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-69,-73,-77,-71,-71,-41,-71,-81,-71,-75,-77,-73,-81,-73,-75,-77,-75,-81,-77,-85
572,"(0,1)",-69,-69,-77,-77,-81,-59,-75,-69,-73,-79,-67,-71,-53,-77,-83,-67,-75,-75,-73,-85,-73,-75,-77,-75,-81,-77,-85
573,"(0,1)",-67,-67,-79,-75,-81,-61,-71,-65,-77,-85,-71,-75,-41,-67,-83,-73,-75,-79,-73,-83,-73,-75,-75,-75,-87,-77,-85
574,"(0,1)",-67,-69,-73,-75,-81,-59,-71,-69,-73,-81,-71,-65,-53,-67,-79,-73,-73,-77,-73,-83,-73,-73,-75,-75,-87,-77,-85
575,"(0,1)",-67,-67,-75,-77,-81,-59,-71,-67,-73,-77,-71,-63,-51,-67,-79,-71,-73,-77,-73,-83,-73,-73,-75,-75,-85,-77,-85
576,"(0,1)",-67,-67,-75,-75,-81,-59,-71,-67,-73,-77,-71,-69,-41,-69,-83,-67,-73,-77,-73,-83,-73,-75,-79,-75,-85,-75,-85
577,"(0,1)",-67,-69,-77,-75,-81,-59,-71,-61,-73,-81,-71,-65,-41,-69,-81,-67,-73,-79,-73,-83,-73,-75,-77,-75,-85,-75,-85
578,"(0,1)",-67,-69,-77,-77,-81,-61,-71,-73,-73,-81,-77,-71,-51,-69,-79,-73,-73,-79,-73,-83,-73,-75,-77,-75,-85,-75,-85
579,"(0,1)",-65,-67,-77,-77,-81,-59,-71,-63,-71,-81,-71,-63,-53,-67,-83,-71,-73,-71,-73,-83,-73,-73,-77,-77,-85,-75,-85
580,"(0,1)",-65,-69,-73,-77,-83,-59,-71,-69,-73,-81,-67,-71,-55,-71,-81,-71,-75,-71,-73,-83,-75,-77,-79,-79,-83,-75,-81
581,"(0,1)",-67,-67,-79,-75,-81,-61,-71,-67,-73,-79,-69,-65,-53,-69,-81,-71,-75,-77,-67,-83,-75,-77,-79,-79,-83,-75,-81
582,"(0,1)",-65,-67,-79,-77,-81,-59,-73,-73,-73,-77,-67,-65,-41,-69,-85,-71,-75,-77,-67,-85,-75,-77,-77,-79,-83,-75,-81
583,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-67,-73,-81,-73,-69,-53,-69,-85,-71,-75,-77,-67,-85,-73,-77,-79,-79,-85,-75,-81
584,"(0,1)",-67,-67,-79,-75,-81,-61,-69,-73,-81,-79,-73,-63,-41,-69,-83,-71,-73,-79,-67,-85,-73,-75,-79,-79,-81,-75,-81
585,"(0,1)",-67,-67,-79,-71,-81,-59,-71,-67,-75,-81,-71,-63,-53,-77,-83,-71,-75,-79,-67,-83,-73,-75,-77,-79,-83,-75,-85
586,"(0,1)",-67,-67,-77,-77,-77,-59,-71,-67,-75,-79,-71,-71,-53,-77,-83,-69,-75,-79,-73,-85,-73,-75,-77,-79,-83,-75,-85
587,"(0,1)",-67,-67,-79,-75,-77,-59,-73,-73,-73,-83,-71,-71,-53,-65,-79,-69,-75,-79,-73,-85,-73,-75,-77,-79,-83,-83,-83
588,"(0,1)",-77,-67,-79,-73,-81,-61,-71,-67,-73,-71,-71,-63,-85,-69,-79,-73,-75,-79,-71,-85,-73,-75,-77,-81,-83,-83,-83
