,precision,recall,f1-score,support
0,0.0,0.0,0.0,16.0
1,0.07734806629834254,1.0,0.14358974358974358,14.0
2,0.0,0.0,0.0,23.0
3,0.0,0.0,0.0,24.0
4,0.0,0.0,0.0,24.0
5,0.0,0.0,0.0,19.0
6,0.0,0.0,0.0,26.0
7,0.0,0.0,0.0,19.0
8,0.0,0.0,0.0,16.0
accuracy,0.07734806629834254,0.07734806629834254,0.07734806629834254,0.07734806629834254
macro avg,0.008594229588704726,0.1111111111111111,0.015954415954415952,181.0
weighted avg,0.005982723360092793,0.07734806629834254,0.011106389006941494,181.0
