,precision,recall,f1-score,support
0,0.5,1.0,0.6666666666666666,22.0
1,0.5,1.0,0.6666666666666666,17.0
2,0.0,0.0,0.0,23.0
3,0.5,0.05555555555555555,0.09999999999999999,18.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.375,0.5138888888888888,0.35833333333333334,80.0
weighted avg,0.35625,0.5,0.34750000000000003,80.0
