,precision,recall,f1-score,support
0,0.0,0.0,0.0,92.0
1,0.0,0.0,0.0,117.0
2,0.0,0.0,0.0,97.0
3,0.0,0.0,0.0,99.0
4,0.0,0.0,0.0,100.0
5,0.0,0.0,0.0,99.0
6,0.0,0.0,0.0,102.0
7,0.0,0.0,0.0,104.0
8,0.10099889012208657,1.0,0.18346774193548387,91.0
accuracy,0.10099889012208657,0.10099889012208657,0.10099889012208657,0.10099889012208657
macro avg,0.011222098902454063,0.1111111111111111,0.02038530465949821,901.0
weighted avg,0.010200775805893316,0.10099889012208657,0.01853003830868927,901.0
