,precision,recall,f1-score,support
0,0.47959183673469385,1.0,0.6482758620689655,188.0
1,0.8888888888888888,0.041884816753926704,0.08,191.0
2,0.543859649122807,0.9954128440366973,0.7034035656401945,218.0
3,0.0,0.0,0.0,203.0
accuracy,0.51625,0.51625,0.51625,0.51625
macro avg,0.47808509368659746,0.509324415197656,0.35791985692729,800.0
weighted avg,0.47312805824084025,0.51625,0.3631222992231599,800.0
