,precision,recall,f1-score,support
0,1.0,1.0,1.0,92.0
1,1.0,1.0,1.0,102.0
2,1.0,1.0,1.0,107.0
3,1.0,1.0,1.0,99.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,400.0
weighted avg,1.0,1.0,1.0,400.0
