,precision,recall,f1-score,support
0,0.9986855077226421,1.0,0.9993423216047352,3039.0
1,1.0,0.9931417374265186,0.9965590693101753,3062.0
2,1.0,0.9966193373901284,0.998306806637318,2958.0
3,0.9895552560646901,0.9986399183951037,0.9940768319512607,2941.0
accuracy,0.9970833333333333,0.9970833333333333,0.9970833333333333,0.9970833333333333
macro avg,0.9970601909468331,0.9971002483029376,0.9970712573758722,12000.0
weighted avg,0.9971072721712801,0.9970833333333333,0.9970863901988659,12000.0
