,precision,recall,f1-score,support
0,0.0,0.0,0.0,200.0
1,0.0,0.0,0.0,197.0
2,0.0,0.0,0.0,198.0
3,0.0,0.0,0.0,210.0
4,0.0,0.0,0.0,199.0
5,0.0,0.0,0.0,208.0
6,0.0,0.0,0.0,193.0
7,0.0,0.0,0.0,208.0
8,0.10438645197112716,1.0,0.18903971845148318,188.0
accuracy,0.10438645197112716,0.10438645197112716,0.10438645197112716,0.10438645197112716
macro avg,0.011598494663458574,0.1111111111111111,0.02100441316127591,1801.0
weighted avg,0.010896531355120436,0.10438645197112716,0.019733185490771146,1801.0
