"""FabLab""
AC:84:C6:3E:EF:51","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Lab ERNC""
00:90:4C:91:00:03","""AP_1612927617""
BC:54:F9:FC:7F:60","""Vibraciones""
50:C7:BF:DD:C3:B3","""SalaEstudioMecanica""
80:2A:A8:D4:F3:58","""Baxter""
EC:22:80:F3:EB:EA","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Die231""
EC:08:6B:42:B5:4A","""eduroam""
84:D4:7E:29:3E:82","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Lab Sistemas Electronicos""
68:FF:7B:47:9E:A1","""MII2011""
74:EA:3A:C6:29:A0","""LCDA""
B0:48:7A:DE:14:8C"
-77,-70,-77,-71,-70,-70,-79,-70,-75,-60,-73,-69,-77,-89,-74,-79,-79,-76,-74,-84,-89,-72
-77,-70,-77,-71,-71,-70,-79,-70,-74,-59,-74,-71,-77,-89,-74,-79,-79,-76,-72,-84,-89,-71,-79
-77,-71,-77,-71,-71,-70,-79,-70,-74,-58,-73,-71,-77,-89,-74,-79,-79,-77,-72,-85,-89,-71,-79,-77
-77,-71,-77,-72,-71,-70,-79,-73,-74,-58,-73,-71,-77,-89,-74,-79,-79,-79,-72,-85,-89,-71,-79,-77,-97
-77,-71,-77,-72,-71,-71,-79,-72,-74,-58,-75,-71,-77,-89,-74,-79,-79,-78,-73,-87,-89,-71,-79,-77,-97,-72
-77,-71,-77,-72,-71,-71,-79,-72,-75,-58,-74,-71,-77,-89,-74,-79,-79,-78,-73,-87,-89,-71,-79,-77,-97,-72
-77,-71,-77,-72,-71,-71,-79,-74,-75,-58,-74,-71,-77,-89,-74,-79,-79,-77,-73,-86,-89,-71,-79,-77,-97,-72
-77,-71,-77,-73,-71,-71,-79,-75,-74,-57,-74,-71,-77,-89,-73,-79,-79,-77,-72,-86,-91,-72,-79,-77,-97,-72,-89
-76,-71,-77,-74,-71,-71,-79,-75,-74,-58,-73,-71,-77,-89,-73,-79,-79,-77,-73,-86,-91,-72,-79,-77,-97,-72,-89
-77,-71,-77,-74,-71,-70,-79,-74,-75,-57,-73,-71,-77,-89,-73,-79,-79,-76,-74,-86,-91,-72,-79,-77,-95,-72,-89
-77,-71,-77,-74,-71,-71,-79,-74,-75,-57,-74,-71,-77,-89,-73,-79,-79,-76,-76,-89,-91,-72,-79,-78,-94,-71,-91
-77,-71,-77,-73,-71,-70,-79,-75,-74,-57,-74,-71,-77,-89,-73,-79,-79,-77,-73,-89,-91,-71,-79,-78,-94,-72,-92
-77,-71,-77,-73,-71,-72,-79,-75,-74,-57,-73,-71,-77,-89,-73,-79,-79,-76,-73,-89,-91,-72,-79,-78,-94,-72,-92
-77,-71,-77,-73,-71,-70,-79,-75,-74,-57,-74,-71,-77,-89,-73,-79,-79,-76,-72,-89,-92,-72,-79,-78,-94,-70,-91
-77,-71,-78,-73,-71,-70,-79,-76,-73,-58,-75,-71,-77,-73,-79,-79,-76,-72,-89,-92,-72,-79,-78,-94,-70,-91,-87
-77,-71,-78,-73,-71,-70,-79,-75,-73,-56,-74,-71,-77,-73,-79,-79,-76,-72,-89,-93,-72,-79,-78,-94,-70,-91,-87
-77,-71,-78,-73,-71,-70,-79,-75,-73,-56,-74,-71,-77,-73,-79,-79,-76,-72,-91,-93,-71,-79,-78,-94,-70,-91,-87
-77,-71,-78,-73,-71,-70,-79,-75,-74,-56,-74,-71,-77,-73,-79,-79,-77,-71,-91,-93,-71,-79,-78,-94,-70,-91,-87
-77,-71,-78,-73,-71,-70,-79,-75,-75,-57,-74,-71,-77,-73,-79,-79,-76,-72,-92,-94,-70,-79,-78,-70,-92,-87
-76,-71,-77,-73,-71,-70,-79,-75,-75,-56,-79,-71,-77,-73,-79,-79,-76,-70,-93,-93,-70,-79,-78,-70,-92,-86
-76,-71,-77,-73,-71,-70,-79,-76,-76,-57,-76,-71,-77,-73,-79,-79,-77,-70,-92,-92,-70,-79,-78,-70,-92,-86
-76,-71,-77,-73,-71,-70,-79,-75,-73,-56,-74,-71,-77,-73,-79,-79,-77,-72,-91,-93,-71,-79,-70,-92,-86
-77,-71,-77,-73,-71,-70,-79,-75,-74,-56,-75,-71,-77,-73,-79,-79,-76,-72,-93,-93,-70,-79,-70,-92,-86,-78
-77,-71,-78,-73,-71,-70,-79,-74,-74,-56,-75,-71,-77,-74,-79,-79,-79,-72,-93,-93,-70,-79,-70,-92,-86,-78,-89
-77,-71,-78,-73,-71,-70,-79,-74,-75,-56,-75,-71,-79,-74,-79,-79,-78,-72,-93,-93,-70,-79,-70,-92,-86,-78,-89
-77,-71,-78,-74,-71,-69,-79,-74,-75,-56,-75,-71,-78,-74,-79,-79,-78,-73,-93,-93,-70,-79,-70,-91,-86,-95,-79,-89
-76,-71,-78,-75,-71,-69,-79,-73,-74,-56,-75,-71,-78,-74,-81,-79,-78,-73,-93,-93,-70,-79,-70,-91,-86,-95,-79,-89
-76,-71,-78,-75,-71,-70,-79,-74,-74,-59,-75,-71,-78,-73,-81,-79,-77,-72,-93,-93,-70,-79,-70,-92,-95,-79,-89
-77,-71,-78,-74,-71,-70,-79,-75,-75,-58,-75,-71,-78,-73,-81,-79,-76,-72,-92,-93,-70,-79,-70,-92,-95,-79,-89,-87
-77,-71,-78,-74,-71,-70,-79,-75,-75,-57,-75,-71,-78,-73,-81,-79,-76,-72,-93,-93,-70,-79,-70,-92,-95,-79,-89,-87
-77,-71,-78,-73,-71,-70,-79,-75,-74,-56,-75,-71,-78,-73,-81,-79,-76,-72,-93,-94,-70,-79,-70,-92,-94,-79,-89,-87
-77,-72,-78,-73,-71,-70,-79,-75,-74,-57,-75,-71,-78,-73,-81,-82,-76,-73,-95,-94,-69,-79,-69,-92,-94,-79,-87
-77,-72,-78,-74,-71,-70,-79,-75,-74,-56,-75,-73,-78,-73,-81,-82,-77,-73,-94,-91,-69,-79,-69,-92,-94,-79,-87
-77,-72,-78,-74,-71,-70,-79,-75,-74,-57,-75,-73,-76,-73,-81,-81,-77,-74,-94,-91,-69,-79,-70,-92,-94,-79,-87
-76,-72,-78,-74,-71,-70,-79,-75,-74,-57,-74,-73,-76,-73,-81,-81,-77,-73,-91,-91,-69,-79,-70,-92,-94,-79,-86
-77,-72,-78,-73,-71,-70,-79,-75,-74,-57,-74,-73,-77,-73,-81,-80,-77,-72,-91,-91,-69,-79,-70,-92,-94,-79,-86
-77,-72,-78,-73,-71,-70,-79,-75,-74,-56,-74,-72,-77,-73,-81,-80,-77,-72,-90,-91,-68,-79,-69,-92,-94,-79,-86
-77,-72,-78,-73,-71,-70,-79,-73,-73,-56,-74,-72,-77,-76,-81,-80,-77,-72,-90,-91,-68,-79,-69,-92,-94,-79,-86
-77,-72,-78,-74,-71,-70,-79,-73,-73,-56,-74,-72,-77,-75,-81,-79,-77,-73,-90,-92,-68,-79,-69,-92,-79,-86
-77,-72,-78,-73,-71,-70,-79,-73,-75,-57,-75,-72,-77,-74,-81,-79,-76,-72,-90,-91,-68,-79,-69,-92,-79,-86
-76,-71,-78,-73,-71,-70,-79,-74,-75,-56,-76,-72,-77,-74,-81,-79,-76,-75,-92,-91,-68,-79,-69,-92,-79,-86
-75,-71,-78,-73,-71,-70,-79,-74,-75,-56,-76,-72,-77,-74,-81,-79,-76,-76,-92,-91,-68,-79,-70,-93,-79,-87
-76,-71,-78,-74,-71,-70,-79,-74,-76,-57,-76,-72,-77,-74,-81,-79,-75,-74,-93,-91,-68,-79,-70,-93,-79,-87
-76,-71,-78,-74,-71,-70,-79,-73,-75,-56,-76,-72,-77,-74,-81,-79,-76,-73,-93,-91,-68,-79,-70,-93,-79,-87
-77,-71,-79,-73,-71,-70,-79,-73,-74,-56,-76,-72,-77,-74,-81,-79,-77,-72,-93,-91,-68,-79,-70,-93,-79,-87
-77,-71,-79,-73,-71,-70,-79,-73,-74,-56,-77,-72,-77,-74,-81,-79,-76,-71,-93,-91,-68,-79,-69,-93,-79,-87
-77,-71,-79,-73,-71,-70,-79,-73,-74,-57,-77,-72,-77,-73,-81,-79,-76,-73,-93,-91,-68,-79,-69,-91,-79,-87
-77,-71,-79,-74,-71,-70,-79,-72,-75,-56,-82,-72,-77,-73,-81,-79,-76,-72,-93,-68,-79,-69,-91,-79,-87,-89
-77,-71,-79,-74,-71,-71,-79,-72,-75,-57,-81,-72,-76,-73,-81,-79,-76,-72,-93,-68,-79,-69,-91,-79,-87,-89
-77,-71,-79,-73,-71,-70,-79,-72,-75,-56,-79,-72,-77,-73,-81,-79,-76,-72,-93,-68,-79,-69,-91,-79,-89
-77,-71,-79,-73,-71,-69,-79,-72,-75,-56,-79,-72,-77,-73,-81,-79,-77,-72,-69,-79,-69,-91,-79,-89,-79
-77,-71,-79,-72,-71,-69,-79,-72,-75,-56,-77,-72,-77,-73,-81,-79,-77,-72,-69,-79,-69,-91,-79,-89,-79,-87,-89
-77,-71,-79,-72,-71,-70,-79,-72,-76,-56,-76,-72,-77,-73,-81,-79,-77,-73,-70,-79,-70,-91,-79,-89,-79,-87,-89,-95
-77,-71,-79,-72,-71,-70,-79,-72,-75,-56,-77,-72,-77,-73,-81,-79,-77,-73,-70,-79,-70,-91,-79,-89,-79,-87,-89,-95
-76,-71,-78,-72,-71,-70,-79,-72,-74,-57,-77,-72,-77,-73,-81,-79,-77,-73,-70,-79,-70,-91,-79,-89,-79,-87,-89,-95
-77,-71,-78,-72,-71,-70,-79,-72,-74,-56,-76,-72,-77,-73,-81,-79,-77,-73,-70,-79,-70,-91,-79,-89,-79,-87,-89,-95
-77,-71,-78,-72,-71,-69,-79,-72,-74,-57,-75,-72,-77,-73,-81,-79,-77,-74,-70,-79,-70,-91,-79,-89,-79,-87,-89,-95
-77,-71,-78,-72,-71,-69,-79,-72,-75,-56,-75,-72,-77,-73,-81,-79,-77,-76,-70,-79,-70,-91,-79,-79,-88,-89,-94,-95
-77,-71,-78,-72,-71,-70,-79,-75,-75,-56,-75,-72,-77,-73,-81,-79,-77,-75,-70,-79,-70,-79,-88,-89,-94,-95
-77,-71,-78,-72,-71,-70,-79,-74,-76,-56,-75,-72,-77,-73,-81,-79,-77,-74,-70,-79,-70,-79,-88,-95,-95
-76,-71,-78,-72,-71,-70,-79,-74,-76,-56,-76,-72,-77,-73,-81,-79,-77,-74,-70,-79,-70,-79,-88,-95,-95
-77,-71,-78,-72,-71,-70,-79,-74,-75,-56,-75,-72,-77,-73,-81,-79,-77,-75,-70,-79,-70,-79,-88,-95,-95
-77,-71,-78,-73,-71,-70,-79,-74,-75,-57,-75,-72,-77,-73,-81,-79,-77,-74,-71,-79,-70,-79,-88,-95,-95,-89
-77,-71,-78,-73,-71,-70,-79,-74,-75,-57,-75,-72,-77,-73,-81,-79,-77,-73,-71,-79,-70,-79,-88,-95,-95,-91
-77,-71,-78,-73,-71,-70,-79,-73,-75,-57,-75,-72,-77,-73,-81,-79,-77,-72,-71,-79,-70,-79,-88,-95,-95,-91
-77,-71,-78,-73,-71,-70,-79,-74,-73,-57,-75,-72,-77,-73,-81,-79,-77,-70,-71,-79,-70,-79,-88,-89,-95,-91
-77,-71,-78,-73,-71,-70,-79,-74,-74,-57,-78,-72,-77,-73,-81,-79,-77,-70,-70,-79,-70,-79,-88,-89,-95,-91
-77,-71,-78,-73,-71,-70,-79,-74,-75,-57,-80,-71,-77,-73,-81,-79,-77,-70,-70,-79,-71,-79,-88,-91,-95,-92
-77,-71,-78,-73,-71,-70,-79,-74,-74,-57,-78,-71,-76,-73,-81,-79,-77,-73,-70,-79,-71,-79,-89,-92,-95,-92
-77,-71,-78,-73,-71,-70,-79,-74,-74,-56,-78,-71,-77,-73,-81,-79,-77,-72,-71,-79,-70,-79,-89,-92,-95,-92
-77,-71,-78,-73,-71,-70,-79,-75,-74,-56,-77,-71,-77,-73,-81,-79,-77,-73,-70,-79,-70,-79,-89,-91,-95,-92
-77,-71,-78,-73,-71,-70,-79,-74,-75,-56,-77,-71,-77,-73,-81,-79,-77,-73,-70,-79,-70,-79,-89,-91,-95,-91,-87,-87
-77,-71,-78,-73,-71,-70,-79,-73,-75,-56,-76,-71,-77,-73,-81,-79,-77,-73,-70,-79,-70,-89,-89,-95,-93,-90,-87,-77
-77,-71,-78,-72,-71,-70,-79,-73,-75,-56,-76,-71,-77,-73,-81,-79,-77,-74,-70,-79,-71,-89,-91,-95,-93,-90,-87,-77
-78,-71,-78,-72,-71,-70,-79,-73,-75,-57,-76,-71,-77,-73,-81,-79,-76,-74,-70,-79,-70,-89,-91,-95,-93,-90,-87,-77
-77,-71,-78,-72,-71,-70,-79,-73,-75,-56,-76,-71,-77,-73,-81,-79,-76,-74,-70,-79,-70,-89,-91,-95,-93,-91,-87,-78
-76,-71,-78,-72,-71,-70,-72,-74,-57,-76,-71,-77,-73,-81,-79,-77,-72,-70,-79,-70,-91,-95,-93,-91,-87,-78
-76,-71,-78,-72,-71,-69,-72,-75,-65,-76,-71,-77,-73,-81,-79,-77,-72,-69,-79,-70,-91,-94,-93,-91,-87,-78,-79
-76,-71,-78,-72,-71,-69,-73,-75,-60,-76,-71,-77,-73,-81,-79,-77,-72,-69,-79,-70,-91,-94,-93,-92,-87,-78,-79
-76,-71,-78,-74,-71,-70,-73,-74,-59,-76,-71,-77,-73,-81,-79,-77,-72,-69,-79,-70,-91,-95,-93,-93,-78,-79
-76,-71,-78,-73,-71,-70,-73,-74,-58,-76,-71,-76,-73,-81,-79,-77,-72,-69,-79,-70,-91,-95,-93,-78,-79,-89
-77,-71,-78,-73,-71,-70,-73,-74,-57,-75,-71,-76,-73,-81,-79,-77,-72,-69,-79,-71,-94,-93,-78,-79,-91,-79
-77,-71,-78,-74,-71,-70,-73,-74,-57,-75,-71,-76,-73,-81,-79,-77,-72,-69,-79,-70,-94,-93,-78,-79,-92,-79,-87
-77,-71,-78,-74,-71,-70,-73,-75,-57,-75,-71,-77,-73,-81,-79,-77,-72,-69,-79,-70,-93,-93,-79,-92,-79,-87
-77,-71,-78,-74,-71,-70,-73,-75,-63,-75,-71,-76,-73,-81,-79,-76,-72,-69,-79,-70,-93,-93,-92,-79,-87,-78
-77,-71,-78,-73,-71,-70,-72,-75,-60,-75,-71,-77,-73,-81,-79,-77,-72,-79,-70,-93,-93,-93,-79,-87,-78
-76,-71,-78,-73,-71,-70,-72,-75,-59,-75,-71,-77,-73,-80,-79,-77,-76,-79,-70,-90,-93,-93,-79,-87,-78,-97
-77,-71,-78,-73,-71,-70,-72,-75,-59,-75,-71,-77,-73,-80,-79,-77,-74,-79,-70,-91,-93,-79,-88,-78,-97
-77,-71,-78,-73,-71,-70,-72,-75,-58,-75,-71,-77,-73,-80,-79,-77,-73,-79,-71,-91,-93,-79,-90,-78,-97,-69
-77,-71,-78,-73,-71,-70,-72,-75,-58,-75,-71,-77,-73,-80,-79,-77,-73,-79,-70,-91,-93,-90,-78,-97,-69,-87
-77,-71,-78,-73,-71,-70,-72,-75,-58,-75,-71,-77,-73,-80,-79,-77,-73,-79,-71,-91,-93,-90,-78,-97,-70,-87
-77,-71,-78,-74,-71,-72,-72,-75,-58,-75,-71,-77,-73,-80,-79,-77,-73,-79,-71,-92,-93,-90,-78,-97,-71,-87
-78,-71,-78,-73,-73,-71,-72,-76,-57,-75,-71,-77,-73,-80,-79,-76,-71,-79,-71,-92,-93,-90,-97,-71,-87,-79
-78,-71,-78,-73,-72,-70,-72,-75,-57,-75,-71,-77,-73,-80,-79,-75,-73,-79,-70,-92,-93,-90,-97,-70,-87,-79,-79,-95
-78,-71,-78,-73,-72,-70,-72,-75,-57,-74,-71,-77,-73,-80,-79,-74,-72,-79,-71,-93,-93,-90,-71,-87,-79,-79,-95
-78,-71,-78,-73,-72,-70,-72,-75,-57,-74,-71,-76,-73,-80,-78,-75,-71,-79,-70,-93,-93,-90,-71,-87,-79,-79,-95
-78,-72,-78,-74,-72,-70,-72,-74,-57,-75,-71,-77,-73,-80,-78,-74,-70,-79,-70,-93,-93,-91,-72,-87,-79,-79,-95,-95
-78,-72,-78,-75,-72,-70,-72,-74,-56,-76,-71,-77,-73,-80,-78,-75,-71,-79,-71,-93,-93,-91,-72,-79,-79,-95,-95
-77,-72,-78,-75,-72,-70,-72,-74,-56,-76,-71,-77,-73,-80,-78,-75,-71,-79,-71,-93,-93,-89,-72,-79,-79,-95,-95
-77,-72,-78,-74,-72,-70,-72,-75,-56,-77,-71,-77,-73,-80,-78,-75,-71,-79,-71,-93,-93,-89,-72,-79,-79,-95,-95,-87
-77,-72,-78,-74,-72,-70,-72,-75,-56,-76,-71,-77,-73,-80,-78,-75,-71,-79,-71,-93,-93,-89,-72,-79,-79,-95,-95,-88
-77,-72,-78,-73,-72,-70,-72,-75,-56,-75,-71,-77,-73,-80,-78,-76,-70,-79,-70,-93,-93,-89,-72,-79,-79,-95,-88
-77,-72,-78,-74,-72,-70,-72,-74,-56,-76,-71,-77,-73,-80,-78,-77,-72,-79,-70,-93,-89,-72,-79,-79,-95,-88,-97
-77,-72,-78,-74,-72,-70,-72,-74,-56,-76,-71,-77,-73,-80,-78,-77,-70,-79,-70,-93,-89,-72,-79,-79,-95,-88,-97
-77,-72,-78,-74,-72,-70,-72,-74,-56,-75,-71,-77,-73,-80,-78,-77,-70,-79,-70,-87,-72,-79,-79,-87,-97
-77,-72,-78,-74,-72,-70,-72,-74,-56,-75,-71,-77,-73,-80,-78,-77,-70,-79,-70,-87,-72,-79,-79,-87,-97
-77,-71,-78,-74,-72,-70,-72,-73,-56,-75,-71,-77,-73,-80,-78,-77,-70,-79,-70,-87,-72,-79,-79,-87,-97
-77,-71,-78,-74,-72,-70,-72,-73,-56,-76,-71,-77,-73,-80,-78,-77,-72,-79,-70,-87,-71,-79,-79,-87,-97,-89,-95,-97
-77,-71,-78,-75,-72,-70,-72,-74,-56,-75,-71,-77,-73,-80,-78,-77,-73,-79,-70,-87,-71,-79,-79,-87,-97,-89,-95,-97,-89
-76,-71,-78,-74,-72,-70,-72,-75,-56,-74,-71,-77,-73,-79,-78,-77,-72,-79,-70,-89,-71,-79,-79,-87,-97,-89,-95,-97,-89
-75,-71,-78,-74,-72,-70,-72,-75,-56,-75,-71,-77,-73,-79,-78,-77,-71,-79,-70,-89,-71,-79,-79,-87,-89,-95,-97,-89
-76,-71,-78,-74,-72,-71,-72,-75,-56,-75,-71,-77,-73,-79,-78,-77,-72,-79,-71,-89,-72,-79,-79,-87,-89,-96,-97,-89
-76,-71,-78,-73,-72,-70,-72,-74,-56,-75,-72,-77,-73,-79,-78,-77,-73,-79,-71,-89,-72,-79,-79,-89,-96,-97,-90
-77,-71,-78,-74,-72,-70,-72,-74,-56,-75,-72,-77,-73,-79,-78,-77,-72,-79,-71,-89,-72,-79,-79,-89,-96,-97,-90
-77,-71,-78,-74,-72,-70,-72,-73,-57,-75,-72,-77,-73,-79,-78,-77,-72,-79,-71,-89,-72,-79,-79,-89,-97,-97,-90,-89
-77,-71,-78,-73,-73,-75,-72,-73,-56,-75,-72,-77,-73,-79,-78,-77,-72,-79,-71,-89,-72,-79,-79,-97,-90,-89
-77,-71,-78,-73,-73,-72,-72,-73,-57,-75,-72,-77,-73,-79,-78,-77,-72,-79,-71,-89,-72,-79,-79,-97,-90,-89,-89
-77,-71,-78,-73,-73,-71,-72,-73,-56,-74,-72,-77,-73,-79,-78,-77,-71,-79,-71,-72,-79,-79,-97,-90,-87,-91,-95
-77,-71,-78,-73,-73,-71,-72,-74,-56,-75,-72,-77,-73,-79,-78,-77,-72,-79,-70,-71,-79,-79,-97,-90,-87,-91,-95
-77,-71,-78,-73,-72,-71,-72,-75,-57,-76,-72,-77,-73,-79,-78,-77,-72,-79,-70,-71,-79,-79,-97,-92,-87,-91,-95
-76,-71,-78,-73,-72,-71,-72,-74,-56,-76,-72,-77,-74,-79,-78,-76,-72,-79,-70,-70,-79,-79,-97,-92,-88,-91,-95
-77,-71,-78,-74,-72,-71,-72,-74,-56,-76,-72,-77,-74,-79,-78,-76,-73,-79,-71,-71,-79,-79,-97,-91,-88,-91,-95
-77,-71,-78,-73,-71,-71,-72,-74,-56,-76,-72,-77,-74,-79,-81,-77,-72,-79,-71,-70,-79,-79,-91,-88,-91,-95,-87
-77,-71,-78,-73,-71,-71,-73,-76,-56,-75,-72,-77,-74,-79,-81,-77,-71,-79,-71,-70,-79,-79,-91,-88,-91,-95,-87,-97
-77,-71,-78,-73,-71,-71,-73,-76,-56,-78,-72,-77,-74,-79,-81,-77,-72,-79,-71,-70,-79,-79,-91,-88,-91,-95,-87,-97,-79
-77,-71,-78,-73,-71,-70,-73,-76,-56,-78,-72,-77,-74,-79,-80,-77,-72,-79,-71,-70,-79,-91,-88,-95,-87,-97,-82
-77,-71,-78,-73,-71,-70,-73,-76,-56,-77,-72,-77,-73,-79,-79,-77,-71,-79,-70,-70,-79,-91,-88,-95,-87,-97,-82,-97
