"""FabLab""
AC:84:C6:3E:EF:51","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Lab ERNC""
00:90:4C:91:00:03","""AP_1612927617""
BC:54:F9:FC:7F:60","""Vibraciones""
50:C7:BF:DD:C3:B3","""SalaEstudioMecanica""
80:2A:A8:D4:F3:58","""Baxter""
EC:22:80:F3:EB:EA","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Die231""
EC:08:6B:42:B5:4A","""eduroam""
84:D4:7E:29:3E:82","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Lab Sistemas Electronicos""
68:FF:7B:47:9E:A1","""MII2011""
74:EA:3A:C6:29:A0","""LCDA""
B0:48:7A:DE:14:8C"
-77,-71,-78,-73,-71,-70,-73,-75,-56,-77,-72,-77,-72,-79,-79,-77,-72,-79,-70,-70,-79,-91,-88,-95,-87,-97,-82,-97
-77,-71,-78,-73,-71,-70,-73,-75,-56,-76,-72,-77,-72,-79,-79,-77,-70,-79,-70,-70,-79,-91,-88,-95,-89,-97,-82,-97
-77,-71,-78,-73,-71,-70,-73,-75,-56,-75,-72,-77,-72,-79,-79,-76,-71,-79,-70,-70,-79,-88,-95,-89,-97,-85,-97,-79
-76,-71,-78,-73,-72,-71,-72,-75,-56,-76,-72,-77,-72,-79,-79,-76,-70,-79,-70,-70,-79,-88,-95,-89,-97,-86,-97,-79
-76,-71,-78,-74,-72,-71,-72,-76,-56,-75,-72,-77,-72,-79,-79,-76,-71,-79,-70,-70,-79,-88,-89,-86,-97,-79
-76,-71,-78,-73,-72,-71,-72,-75,-56,-75,-72,-77,-72,-79,-79,-76,-71,-79,-70,-70,-79,-88,-89,-86,-97,-79
-77,-71,-78,-73,-72,-71,-72,-75,-56,-76,-72,-77,-72,-79,-79,-76,-70,-79,-70,-70,-79,-88,-89,-86,-97,-79
-77,-71,-78,-73,-72,-71,-72,-74,-56,-76,-72,-77,-72,-79,-79,-77,-69,-79,-70,-79,-88,-89,-86,-79,-89
-77,-71,-78,-73,-72,-71,-72,-74,-57,-75,-72,-77,-72,-79,-79,-77,-71,-79,-69,-79,-88,-89,-86,-79,-89,-95,-95,-66
-77,-71,-78,-73,-72,-71,-72,-75,-57,-75,-72,-77,-72,-79,-79,-77,-70,-79,-69,-79,-89,-88,-79,-89,-95,-95,-66
-77,-71,-78,-74,-72,-71,-72,-75,-56,-74,-72,-77,-72,-79,-79,-76,-78,-79,-69,-79,-87,-88,-79,-89,-95,-95,-66
-77,-71,-78,-74,-71,-71,-73,-75,-56,-74,-72,-77,-72,-79,-79,-76,-77,-79,-69,-79,-87,-90,-79,-89,-95,-95,-66
-77,-71,-78,-73,-71,-71,-72,-75,-57,-74,-72,-77,-72,-79,-79,-76,-75,-79,-69,-79,-87,-91,-79,-89,-95,-95,-66
-77,-71,-78,-73,-71,-69,-73,-75,-57,-77,-72,-77,-72,-79,-79,-77,-73,-79,-69,-79,-87,-92,-79,-89,-95,-95,-66
-77,-71,-78,-73,-71,-68,-73,-74,-56,-77,-72,-77,-72,-79,-79,-76,-72,-79,-69,-87,-93,-79,-89,-95,-95,-66
-77,-71,-78,-74,-71,-69,-73,-75,-56,-77,-72,-77,-72,-79,-79,-77,-72,-79,-70,-87,-93,-79,-89,-95,-95,-66,-79
-77,-71,-78,-74,-71,-69,-73,-74,-56,-76,-72,-77,-72,-79,-79,-76,-72,-79,-70,-88,-92,-79,-95,-95,-66,-79,-97,-95
-77,-71,-78,-73,-71,-70,-74,-74,-57,-77,-72,-77,-72,-79,-79,-76,-71,-79,-70,-88,-93,-79,-95,-95,-67,-79,-97,-95
-77,-71,-78,-73,-71,-70,-74,-74,-57,-76,-72,-77,-72,-79,-79,-76,-73,-79,-70,-88,-93,-79,-95,-95,-67,-79,-97,-95
-77,-71,-78,-74,-71,-68,-74,-74,-59,-76,-72,-77,-72,-79,-79,-76,-72,-79,-70,-88,-93,-79,-95,-67,-79,-97,-95
-77,-71,-78,-73,-71,-70,-74,-75,-58,-76,-72,-77,-72,-79,-79,-76,-72,-79,-70,-88,-93,-79,-95,-67,-79,-97,-95
-77,-71,-78,-73,-71,-70,-73,-75,-58,-75,-72,-77,-72,-79,-79,-76,-72,-79,-69,-88,-93,-79,-95,-67,-79,-97,-95
-77,-71,-78,-73,-71,-70,-73,-75,-57,-74,-72,-77,-72,-79,-79,-77,-72,-79,-70,-88,-93,-79,-95,-67,-79,-97,-95
-77,-71,-78,-73,-71,-70,-73,-75,-56,-74,-72,-77,-72,-79,-79,-77,-74,-79,-70,-88,-93,-79,-95,-68,-79,-97,-95
-76,-71,-78,-73,-71,-70,-73,-75,-57,-73,-72,-77,-72,-79,-79,-77,-74,-79,-70,-88,-93,-79,-95,-68,-79,-95
-77,-71,-78,-74,-71,-69,-73,-75,-57,-73,-72,-77,-72,-79,-79,-77,-75,-79,-70,-88,-94,-79,-95,-68,-79,-95,-95
-77,-71,-78,-74,-71,-69,-72,-75,-58,-74,-72,-77,-72,-79,-79,-76,-72,-79,-70,-88,-94,-79,-95,-68,-79,-95,-95
-77,-71,-78,-74,-71,-68,-72,-74,-57,-74,-72,-77,-72,-79,-79,-75,-72,-79,-70,-88,-94,-79,-95,-68,-79,-95,-95
-77,-71,-78,-74,-71,-67,-73,-74,-60,-73,-72,-77,-72,-79,-79,-76,-72,-79,-70,-88,-94,-79,-68,-79,-95,-95
-77,-71,-78,-74,-71,-70,-73,-74,-60,-73,-72,-77,-72,-79,-79,-76,-73,-79,-71,-88,-94,-79,-68,-79,-95,-95
-77,-71,-78,-74,-71,-70,-73,-74,-58,-74,-72,-77,-72,-79,-79,-77,-72,-79,-71,-88,-94,-79,-68,-79,-95,-95
-77,-71,-78,-74,-71,-70,-73,-75,-58,-74,-72,-77,-72,-79,-79,-77,-71,-79,-70,-88,-91,-79,-68,-79,-95,-95
-76,-71,-78,-73,-72,-68,-73,-75,-56,-74,-72,-77,-72,-79,-79,-77,-70,-79,-70,-88,-91,-79,-69,-79,-96,-97
-77,-71,-78,-73,-72,-70,-72,-74,-56,-74,-72,-77,-72,-79,-79,-77,-70,-79,-70,-88,-91,-79,-69,-79,-96,-97
