,precision,recall,f1-score,support
0,0.0,0.0,0.0,63.0
1,0.9583333333333334,1.0,0.9787234042553191,46.0
2,1.0,0.9428571428571428,0.9705882352941176,35.0
3,0.47058823529411764,1.0,0.6399999999999999,56.0
accuracy,0.675,0.675,0.675,0.675
macro avg,0.6072303921568628,0.7357142857142858,0.6473279098873592,200.0
weighted avg,0.5271813725490196,0.675,0.5741593241551939,200.0
