,precision,recall,f1-score,support
0,0.0,0.0,0.0,65.0
1,0.0,0.0,0.0,80.0
2,0.0,0.0,0.0,66.0
3,0.0,0.0,0.0,86.0
4,0.0,0.0,0.0,62.0
5,0.0,0.0,0.0,71.0
6,0.08716323296354993,1.0,0.16034985422740528,55.0
7,0.0,0.0,0.0,72.0
8,0.0,0.0,0.0,74.0
accuracy,0.08716323296354993,0.08716323296354993,0.08716323296354993,0.08716323296354993
macro avg,0.009684803662616658,0.1111111111111111,0.017816650469711696,631.0
weighted avg,0.007597429180658076,0.08716323296354993,0.013976611699694596,631.0
