1,0,1,-65,-69,-79,-75,-81,-59,-71,-69,-73,-73,-69,-69,-53,-69,-85,-81,-75,-71,-79,-73,-85,-73,-81,-73,-81
0,0,1,-69,-67,-79,-75,-81,-61,-73,-65,-75,-79,-71,-69,-53,-69,-85,-81,-73,-71,-79,-73,-83,-73,-81,-77,-81
1,0,1,-65,-69,-79,-75,-81,-59,-71,-69,-73,-73,-69,-69,-53,-69,-85,-81,-75,-71,-79,-73,-85,-73,-81,-73,-81
2,0,1,-67,-69,-75,-75,-81,-59,-73,-67,-75,-77,-73,-71,-41,-69,-83,-75,-73,-73,-79,-73,-85,-73,-81,-77,-79
3,0,1,-67,-69,-77,-73,-83,-59,-73,-63,-75,-79,-73,-71,-53,-67,-83,-81,-73,-75,-79,-75,-85,-77,-83,-73,-79
4,0,1,-69,-67,-77,-83,-77,-55,-73,-69,-73,-81,-71,-73,-53,-69,-81,-85,-73,-75,-79,-75,-85,-75,-79,-73,-79
5,0,1,-69,-69,-81,-77,-83,-61,-71,-69,-73,-81,-73,-63,-53,-69,-81,-79,-67,-75,-79,-75,-81,-75,-83,-77,-83
6,0,1,-69,-67,-77,-77,-81,-55,-73,-69,-75,-79,-71,-71,-41,-67,-81,-79,-67,-75,-79,-75,-81,-75,-81,-77,-83
7,0,1,-65,-67,-79,-75,-81,-61,-71,-67,-71,-73,-71,-65,-41,-67,-81,-83,-67,-71,-79,-75,-85,-71,-81,-75,-83
8,0,1,-67,-67,-79,-75,-81,-59,-71,-63,-75,-73,-73,-71,-53,-67,-83,-83,-67,-71,-81,-75,-69,-71,-81,-73,-83
9,0,1,-67,-67,-77,-71,-79,-61,-71,-69,-73,-73,-71,-63,-53,-69,-83,-81,-67,-73,-81,-67,-83,-73,-81,-73,-75
10,0,1,-69,-67,-79,-83,-81,-59,-71,-69,-73,-81,-77,-63,-51,-69,-83,-81,-73,-73,-79,-67,-83,-73,-81,-75,-75
11,0,1,-69,-67,-79,-83,-83,-61,-71,-71,-75,-79,-73,-69,-53,-69,-85,-79,-69,-73,-73,-67,-83,-75,-81,-75,-75
12,0,1,-69,-67,-79,-77,-81,-59,-71,-69,-73,-81,-73,-71,-53,-69,-87,-83,-69,-71,-73,-67,-73,-73,-79,-75,-75
13,0,1,-65,-67,-77,-79,-81,-61,-69,-67,-75,-71,-71,-71,-51,-65,-81,-83,-69,-71,-79,-67,-87,-73,-79,-75,-81
14,0,1,-67,-69,-75,-77,-81,-61,-71,-73,-73,-71,-69,-63,-53,-67,-85,-83,-73,-71,-79,-73,-87,-73,-79,-75,-81
15,0,1,-69,-69,-79,-75,-79,-61,-71,-67,-73,-79,-73,-61,-41,-67,-85,-83,-73,-73,-79,-73,-87,-73,-79,-69,-81
16,0,1,-69,-67,-79,-71,-81,-61,-73,-71,-73,-79,-73,-63,-53,-67,-85,-81,-73,-73,-77,-73,-83,-75,-79,-75,-81
17,0,1,-69,-67,-81,-71,-81,-61,-71,-69,-75,-81,-71,-63,-53,-69,-85,-81,-73,-75,-79,-73,-83,-75,-81,-75,-81
18,0,1,-67,-67,-79,-73,-81,-59,-73,-69,-73,-81,-69,-63,-53,-69,-85,-81,-73,-75,-79,-71,-81,-75,-81,-75,-81
19,0,1,-67,-67,-77,-73,-81,-59,-73,-63,-75,-81,-71,-65,-53,-69,-85,-81,-73,-75,-79,-73,-81,-75,-81,-73,-81
20,0,1,-67,-67,-77,-75,-81,-57,-71,-67,-71,-77,-71,-71,-53,-69,-85,-81,-71,-73,-79,-73,-81,-73,-83,-75,-81
21,0,1,-67,-67,-77,-77,-81,-59,-71,-67,-73,-87,-71,-71,-41,-69,-85,-81,-71,-75,-75,-73,-83,-75,-79,-73,-81
22,0,1,-69,-67,-77,-75,-79,-59,-71,-67,-73,-87,-71,-71,-41,-69,-85,-79,-73,-75,-79,-73,-83,-73,-79,-73,-81
23,0,1,-67,-67,-77,-77,-79,-61,-83,-69,-73,-77,-73,-65,-53,-63,-85,-79,-73,-75,-79,-73,-83,-73,-79,-73,-81
24,0,1,-69,-67,-77,-77,-83,-59,-83,-67,-73,-77,-71,-69,-51,-69,-85,-79,-73,-75,-79,-73,-83,-75,-81,-73,-79
25,0,1,-67,-67,-79,-75,-81,-59,-71,-67,-73,-79,-71,-63,-51,-69,-85,-79,-73,-71,-79,-73,-85,-73,-79,-77,-79
26,0,1,-67,-67,-79,-77,-81,-59,-71,-73,-73,-81,-71,-67,-53,-67,-87,-83,-73,-73,-77,-71,-85,-73,-83,-77,-81
27,0,1,-67,-67,-77,-83,-83,-59,-73,-69,-75,-79,-73,-71,-53,-69,-87,-81,-73,-75,-79,-73,-85,-75,-83,-77,-79
28,0,1,-69,-69,-77,-75,-81,-59,-73,-69,-73,-81,-71,-63,-41,-67,-87,-81,-71,-77,-79,-73,-83,-75,-83,-75,-79
29,0,1,-67,-67,-77,-71,-79,-61,-73,-73,-75,-79,-71,-63,-41,-77,-85,-81,-71,-75,-79,-73,-87,-73,-83,-75,-79
30,0,1,-69,-67,-77,-75,-77,-59,-71,-61,-75,-81,-71,-73,-41,-69,-85,-83,-71,-73,-77,-73,-85,-71,-81,-77,-81
31,0,1,-69,-67,-75,-77,-81,-57,-71,-67,-73,-83,-73,-69,-55,-73,-85,-83,-71,-73,-79,-73,-85,-71,-83,-79,-81
32,0,1,-67,-67,-79,-77,-81,-61,-71,-63,-73,-77,-69,-63,-51,-69,-85,-81,-71,-73,-81,-73,-85,-71,-83,-77,-81
33,0,1,-69,-67,-75,-75,-81,-57,-71,-69,-75,-81,-71,-65,-41,-69,-81,-83,-73,-73,-77,-73,-89,-75,-83,-73,-81
34,0,1,-69,-67,-79,-75,-83,-59,-71,-69,-75,-79,-71,-63,-53,-71,-81,-83,-73,-73,-79,-73,-89,-75,-81,-77,-83
35,0,1,-67,-67,-77,-77,-81,-59,-71,-69,-75,-81,-73,-71,-53,-65,-81,-83,-77,-73,-79,-73,-83,-75,-81,-77,-81
36,0,1,-67,-67,-79,-77,-81,-59,-71,-65,-73,-83,-73,-63,-53,-69,-85,-83,-77,-73,-77,-73,-85,-75,-81,-77,-81
37,0,1,-67,-67,-75,-77,-79,-59,-71,-65,-75,-83,-73,-65,-53,-69,-85,-81,-77,-75,-75,-73,-85,-75,-81,-77,-83
38,0,1,-67,-67,-79,-77,-79,-59,-71,-67,-75,-83,-71,-63,-53,-71,-85,-83,-73,-73,-81,-73,-85,-75,-81,-77,-83
39,0,1,-67,-67,-77,-75,-79,-59,-75,-69,-73,-79,-73,-69,-53,-69,-85,-79,-73,-73,-79,-73,-85,-75,-81,-75,-83
40,0,1,-67,-69,-77,-75,-81,-59,-73,-69,-75,-79,-73,-71,-41,-69,-85,-83,-73,-73,-77,-73,-85,-75,-81,-75,-79
41,0,1,-67,-67,-77,-77,-81,-59,-73,-67,-73,-81,-73,-63,-53,-69,-83,-81,-73,-75,-81,-73,-85,-75,-81,-75,-79
42,0,1,-67,-67,-79,-77,-79,-61,-73,-67,-71,-81,-71,-65,-41,-69,-81,-81,-73,-75,-77,-73,-85,-77,-81,-77,-79
43,0,1,-67,-67,-71,-75,-81,-59,-71,-67,-73,-79,-73,-63,-53,-69,-85,-81,-73,-75,-81,-73,-83,-77,-81,-75,-79
44,0,1,-67,-81,-77,-77,-79,-61,-71,-71,-73,-79,-71,-63,-53,-69,-85,-83,-69,-73,-79,-71,-81,-73,-81,-73,-75
45,0,1,-69,-69,-77,-77,-81,-61,-71,-65,-73,-79,-71,-71,-53,-67,-81,-83,-69,-73,-81,-71,-81,-73,-81,-73,-75
46,0,1,-67,-67,-77,-75,-81,-61,-71,-65,-73,-81,-71,-65,-53,-67,-81,-83,-69,-75,-77,-71,-81,-75,-81,-75,-75
47,0,1,-69,-67,-79,-77,-83,-59,-71,-65,-77,-81,-71,-71,-53,-67,-81,-83,-69,-73,-79,-73,-83,-73,-81,-79,-75
48,0,1,-69,-67,-77,-75,-81,-61,-71,-73,-77,-83,-73,-65,-53,-67,-81,-83,-69,-75,-79,-73,-83,-79,-81,-77,-75
49,0,1,-69,-69,-75,-77,-81,-59,-71,-73,-75,-83,-71,-63,-53,-69,-81,-81,-69,-73,-79,-73,-83,-71,-81,-79,-75
50,0,1,-67,-67,-77,-77,-81,-59,-73,-67,-73,-85,-73,-71,-51,-67,-81,-81,-69,-73,-79,-73,-83,-71,-81,-73,-73
51,0,1,-69,-67,-77,-83,-83,-59,-73,-73,-73,-79,-71,-63,-41,-69,-81,-83,-69,-77,-77,-73,-83,-73,-81,-75,-73
52,0,1,-69,-67,-77,-79,-81,-59,-73,-67,-73,-81,-69,-61,-41,-69,-81,-81,-69,-73,-81,-73,-83,-73,-81,-75,-73
53,0,1,-65,-67,-79,-77,-81,-59,-71,-73,-73,-81,-71,-63,-41,-69,-81,-81,-69,-75,-81,-73,-83,-75,-81,-75,-73
54,0,1,-67,-67,-77,-75,-79,-59,-71,-71,-75,-79,-71,-71,-53,-69,-85,-77,-69,-73,-81,-73,-89,-79,-83,-73,-73
55,0,1,-67,-65,-79,-73,-79,-61,-69,-69,-69,-79,-69,-67,-53,-71,-85,-81,-69,-77,-81,-73,-85,-75,-83,-75,-73
56,0,1,-69,-69,-77,-77,-81,-59,-71,-67,-75,-79,-71,-63,-51,-69,-85,-81,-69,-77,-81,-73,-87,-75,-83,-73,-83
57,0,1,-67,-67,-79,-75,-81,-59,-71,-67,-73,-81,-71,-65,-53,-69,-85,-77,-69,-73,-77,-73,-87,-77,-81,-75,-83
58,0,1,-67,-69,-73,-75,-81,-55,-71,-67,-75,-79,-71,-63,-41,-69,-81,-83,-69,-73,-77,-73,-87,-77,-81,-77,-83
59,0,1,-67,-67,-73,-75,-81,-61,-71,-69,-73,-79,-71,-63,-53,-69,-81,-83,-69,-75,-77,-71,-87,-77,-81,-75,-81
60,0,1,-67,-69,-79,-75,-81,-59,-73,-69,-75,-79,-71,-65,-53,-69,-85,-75,-73,-73,-77,-69,-87,-75,-81,-75,-81
61,0,1,-69,-67,-77,-75,-81,-59,-73,-73,-75,-79,-73,-71,-53,-69,-85,-75,-67,-73,-79,-69,-87,-73,-81,-75,-81
