"""Lab ERNC""
00:90:4C:91:00:03","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""Vibraciones""
50:C7:BF:DD:C3:B3","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Docentes FI""
0E:18:D6:CB:01:A4","""Microondas""
48:F8:B3:22:4D:4B","""CE5CFB""
98:FC:11:E2:A6:A5","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Sistemas Electronicos""
68:FF:7B:47:9E:A1","""Die231""
EC:08:6B:42:B5:4A","""LabSerc 2.4""
94:10:3E:86:13:20","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""eduroam""
84:D4:7E:29:3E:82","""Redmi""
18:01:F1:54:0C:ED","""UdeC""
84:D4:7E:29:3E:80","""LCDA""
B0:48:7A:DE:14:8C"
-77,-69,-74,-75,-77,-52,-77,-78,-73,-79,-71,-69,-90,-79,-75,-77,-81,-78,-77,-84,-93,-70,-70
-77,-69,-74,-75,-77,-52,-77,-78,-74,-79,-71,-69,-90,-79,-74,-77,-81,-78,-77,-84,-92,-70,-70
-75,-69,-74,-74,-77,-52,-77,-78,-74,-79,-71,-70,-90,-79,-74,-77,-83,-78,-77,-84,-92,-70,-70
-75,-69,-74,-74,-77,-52,-78,-77,-73,-79,-71,-69,-90,-79,-74,-76,-83,-78,-77,-83,-92,-70,-70
-75,-69,-75,-73,-77,-52,-77,-78,-72,-79,-71,-68,-90,-79,-74,-76,-83,-78,-77,-83,-92,-70,-70
-74,-68,-74,-73,-77,-52,-77,-78,-72,-79,-71,-68,-89,-79,-74,-77,-82,-78,-77,-83,-92,-70,-70
-73,-68,-74,-74,-77,-52,-76,-78,-73,-79,-71,-69,-89,-79,-74,-77,-81,-78,-77,-83,-92,-70,-70
-72,-68,-74,-74,-77,-52,-77,-78,-73,-79,-71,-68,-89,-79,-74,-77,-81,-78,-77,-83,-92,-70,-70
-74,-68,-74,-73,-77,-52,-77,-78,-73,-79,-71,-68,-89,-79,-75,-77,-80,-78,-77,-83,-93,-70,-70,-97
-75,-68,-74,-74,-77,-52,-78,-77,-73,-79,-71,-67,-89,-79,-75,-77,-80,-78,-77,-83,-93,-71,-70,-97
-73,-68,-73,-73,-77,-52,-78,-77,-72,-79,-71,-67,-89,-79,-75,-77,-80,-78,-78,-83,-93,-71,-70,-97
-75,-68,-73,-73,-77,-52,-77,-77,-73,-79,-71,-68,-89,-79,-77,-77,-80,-78,-77,-83,-93,-69,-70,-97
-74,-68,-73,-76,-77,-52,-77,-77,-73,-79,-71,-71,-89,-79,-77,-77,-80,-78,-77,-83,-93,-70,-70,-97
-75,-68,-73,-75,-77,-52,-78,-78,-73,-79,-71,-71,-89,-79,-77,-77,-80,-78,-76,-83,-93,-71,-70,-97
-75,-68,-73,-75,-77,-52,-78,-77,-73,-79,-71,-71,-89,-79,-77,-77,-80,-78,-76,-83,-93,-70,-70,-97
-75,-68,-73,-74,-77,-52,-78,-77,-73,-79,-71,-70,-89,-79,-77,-77,-80,-78,-76,-83,-94,-70,-70,-97
-76,-68,-73,-74,-77,-52,-78,-77,-72,-81,-71,-70,-91,-79,-77,-77,-80,-78,-76,-83,-94,-70,-70,-97
-77,-68,-73,-74,-77,-52,-78,-77,-72,-81,-71,-70,-91,-79,-77,-77,-80,-78,-75,-83,-94,-70,-70,-97
-77,-68,-73,-74,-77,-52,-78,-77,-73,-80,-71,-70,-91,-79,-75,-77,-80,-78,-75,-83,-93,-70,-70,-97
-77,-68,-73,-73,-77,-52,-78,-77,-73,-80,-71,-70,-90,-79,-74,-77,-80,-78,-75,-83,-93,-70,-70
-77,-69,-73,-74,-78,-52,-78,-77,-72,-79,-71,-70,-90,-79,-76,-77,-80,-78,-76,-83,-93,-70,-68
-77,-69,-74,-75,-77,-52,-78,-77,-72,-79,-71,-69,-90,-79,-75,-77,-80,-78,-76,-82,-93,-70,-68
-77,-69,-74,-74,-77,-52,-78,-78,-73,-79,-71,-69,-90,-79,-76,-77,-80,-78,-76,-82,-93,-70,-68
-77,-69,-73,-74,-77,-52,-78,-78,-73,-79,-71,-70,-89,-79,-76,-77,-82,-78,-76,-82,-93,-69,-68
-76,-69,-74,-73,-77,-52,-78,-78,-73,-79,-71,-69,-89,-79,-77,-77,-81,-78,-76,-82,-93,-69,-68
-76,-69,-74,-73,-77,-52,-77,-78,-73,-79,-71,-69,-89,-79,-77,-77,-81,-78,-76,-82,-93,-69,-68
-76,-69,-74,-73,-77,-52,-77,-78,-72,-79,-71,-68,-89,-79,-77,-77,-81,-78,-76,-82,-69,-68
-75,-69,-74,-73,-76,-52,-78,-78,-72,-79,-71,-68,-89,-79,-77,-77,-81,-78,-76,-82,-69,-68
-75,-69,-74,-73,-76,-52,-78,-78,-72,-79,-71,-69,-89,-79,-77,-77,-81,-78,-75,-82,-69,-68,-95
-75,-69,-74,-73,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-76,-77,-81,-78,-75,-82,-69,-68,-95
-75,-69,-74,-73,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-75,-77,-80,-78,-75,-82,-69,-68,-95
-75,-69,-74,-73,-77,-52,-78,-78,-73,-79,-71,-70,-89,-79,-75,-77,-80,-78,-75,-82,-69,-68,-95
-75,-69,-74,-73,-77,-52,-78,-78,-73,-79,-71,-70,-89,-79,-75,-77,-80,-78,-75,-81,-69,-68,-94
-75,-69,-73,-73,-77,-52,-78,-78,-73,-79,-71,-69,-89,-79,-75,-77,-80,-78,-75,-81,-69,-68,-94
-75,-68,-73,-73,-77,-52,-78,-77,-72,-79,-71,-70,-89,-79,-75,-77,-80,-78,-75,-81,-69,-68,-94
-76,-68,-73,-73,-77,-52,-78,-77,-72,-79,-71,-70,-89,-79,-75,-77,-80,-78,-75,-81,-69,-68,-94
-76,-68,-73,-73,-77,-52,-78,-77,-72,-79,-71,-68,-89,-79,-75,-77,-80,-78,-75,-81,-69,-68,-94
-77,-68,-74,-73,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-74,-77,-80,-78,-75,-81,-69,-68,-94
-77,-68,-74,-73,-77,-52,-78,-78,-72,-82,-71,-70,-89,-79,-74,-77,-80,-78,-75,-81,-69,-68,-94
-77,-68,-74,-73,-77,-52,-78,-78,-72,-81,-71,-69,-89,-79,-74,-77,-80,-78,-75,-81,-69,-68,-94
-77,-68,-74,-73,-77,-52,-78,-78,-72,-80,-71,-69,-89,-79,-74,-77,-80,-78,-75,-81,-69,-68,-89
-77,-68,-75,-73,-77,-52,-78,-78,-72,-80,-71,-70,-91,-79,-74,-77,-80,-78,-75,-81,-69,-68,-89
-77,-68,-74,-73,-77,-52,-77,-78,-72,-80,-71,-70,-91,-79,-75,-77,-79,-78,-75,-81,-69,-68,-89
-77,-68,-74,-72,-77,-52,-78,-78,-72,-80,-71,-70,-91,-79,-76,-77,-81,-78,-75,-81,-70,-68,-89,-95
-77,-68,-73,-72,-77,-52,-77,-78,-72,-80,-71,-69,-91,-79,-75,-77,-81,-79,-75,-81,-70,-68,-90,-95
-77,-68,-73,-72,-77,-52,-76,-78,-72,-80,-71,-70,-91,-79,-74,-77,-81,-78,-75,-81,-70,-68,-90,-95
-77,-68,-73,-73,-76,-52,-75,-78,-72,-79,-71,-70,-91,-79,-74,-77,-81,-78,-75,-81,-70,-68,-90,-95
-77,-68,-74,-73,-76,-52,-76,-78,-72,-79,-71,-70,-91,-79,-74,-77,-81,-78,-75,-81,-69,-69,-90,-95
-77,-68,-74,-73,-77,-52,-76,-78,-72,-79,-71,-70,-91,-79,-75,-77,-81,-78,-75,-81,-69,-69,-91,-95
-77,-68,-74,-74,-77,-52,-77,-78,-73,-79,-71,-70,-91,-79,-74,-77,-80,-78,-76,-81,-69,-69,-91,-95
-77,-68,-74,-74,-77,-52,-77,-78,-73,-79,-71,-70,-91,-79,-74,-77,-80,-78,-77,-81,-69,-69,-91,-95
-77,-68,-74,-75,-77,-52,-77,-78,-73,-79,-71,-70,-91,-79,-74,-77,-80,-78,-77,-81,-69,-69,-91
-77,-68,-73,-75,-77,-52,-78,-78,-74,-79,-71,-70,-90,-79,-74,-77,-80,-78,-77,-81,-69,-69,-91
-77,-68,-73,-75,-77,-52,-78,-78,-73,-79,-71,-69,-90,-79,-75,-77,-80,-78,-77,-81,-69,-70,-90
-77,-69,-74,-75,-77,-52,-78,-78,-72,-79,-71,-69,-90,-79,-75,-77,-80,-78,-77,-81,-69,-70,-90
-77,-69,-74,-75,-77,-52,-77,-78,-72,-79,-71,-70,-90,-79,-74,-77,-80,-78,-77,-81,-70,-70,-90
-77,-69,-74,-74,-77,-52,-77,-78,-72,-79,-71,-70,-90,-79,-76,-77,-80,-78,-77,-81,-70,-70,-90
-75,-69,-74,-74,-77,-56,-77,-78,-72,-79,-71,-70,-90,-79,-75,-77,-80,-78,-77,-81,-70,-70,-92
-76,-69,-74,-74,-77,-54,-77,-78,-72,-79,-71,-69,-90,-79,-75,-77,-80,-78,-77,-81,-70,-71,-92
-77,-68,-74,-75,-77,-53,-77,-78,-73,-79,-71,-69,-89,-79,-74,-77,-78,-77,-81,-70,-71,-92,-89
-77,-68,-73,-75,-77,-52,-77,-78,-73,-79,-71,-69,-89,-79,-74,-77,-78,-76,-81,-70,-71,-93,-89
-77,-68,-73,-75,-77,-52,-77,-78,-73,-79,-71,-69,-89,-79,-75,-77,-78,-76,-81,-70,-71,-93,-89
-77,-68,-73,-74,-77,-52,-77,-78,-73,-79,-71,-69,-89,-79,-74,-77,-78,-77,-81,-70,-71,-93,-89
-77,-68,-73,-74,-76,-52,-77,-78,-73,-79,-71,-69,-89,-79,-74,-77,-78,-77,-81,-70,-70,-93,-87
-76,-68,-73,-74,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-75,-77,-78,-77,-81,-70,-70,-93,-89
-76,-68,-73,-74,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-74,-77,-78,-77,-81,-70,-70,-91,-89
-77,-68,-73,-74,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-74,-77,-78,-76,-81,-70,-70,-91,-91
-77,-68,-74,-73,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-74,-77,-78,-77,-81,-70,-70,-91,-91
-77,-68,-74,-72,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-75,-77,-78,-76,-81,-69,-70,-91,-91
-75,-68,-74,-74,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-75,-77,-78,-76,-81,-70,-70,-91,-91
-76,-68,-74,-74,-77,-52,-78,-78,-72,-79,-71,-70,-89,-79,-74,-77,-78,-76,-81,-69,-70,-92,-91
-77,-68,-74,-74,-77,-52,-78,-78,-72,-78,-71,-70,-89,-79,-74,-77,-78,-76,-83,-69,-70,-91,-91
-77,-68,-73,-75,-77,-52,-77,-78,-72,-78,-71,-70,-89,-79,-75,-77,-78,-76,-83,-69,-70,-92,-89
-77,-68,-74,-75,-77,-52,-78,-78,-72,-79,-71,-68,-89,-79,-75,-77,-78,-76,-83,-69,-70,-92,-89
-77,-68,-74,-74,-77,-52,-78,-78,-72,-79,-71,-68,-89,-79,-75,-77,-78,-76,-82,-69,-70,-92,-89
-77,-68,-74,-76,-77,-52,-78,-78,-72,-79,-71,-69,-89,-79,-74,-77,-78,-76,-82,-69,-70,-93,-87
-77,-68,-74,-76,-77,-52,-78,-78,-72,-79,-71,-69,-89,-79,-74,-77,-78,-76,-82,-69,-70,-93,-87
